run_id,timestamp_utc,provider,region,paradigm,workload,rep,concurrency,tool,block_size,dataset_size_gb,warmup_s,duration_s,read_throughput_mbps,write_throughput_mbps,total_throughput_mbps,read_iops,write_iops,total_iops,lat_mean_ms,lat_p95_ms,lat_p99_ms,metadata_ops_per_s,cpu_util_pct,raw_artifact_path,raw_sha256,capacity_cost_usd_per_basis,egress_cost_usd_per_basis,total_cost_usd_per_basis,cost_basis_gb
alibaba-block-write-c16-r2,2026-08-03T23:44:55.158242+00:00,alibaba,me-central-1,block,write,2,16,elbencho,64k,20,60,900,,170.0,170.0,,2720.0,2720.0,5.866,,13.777,,70.2,results/raw/alibaba-block-write-c16-r2.elbencho.csv,f3f59cc2e5d8403a676fc801405196829670133ab905919fcd6cd483be9c569c,27.9035,,27.9035,100.0
alibaba-object-largeobj-c16-r3,2026-08-03T23:45:26.743064+00:00,alibaba,me-central-1,object,largeobj,3,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-file-metadata-c16-r1,2026-08-04T00:07:37.289919+00:00,alibaba,me-central-1,file,metadata,1,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,10.8,,10.8,100.0
alibaba-block-metadata-c16-r3,2026-08-04T00:09:00.444407+00:00,alibaba,me-central-1,block,metadata,3,16,elbencho,4k,2,60,900,,,,,,,0.054,,15.617,265850.0,61.3,results/raw/alibaba-block-metadata-c16-r3.elbencho.csv,bd587573ab38e901343dc3df0f118c79ab3c3f1adc48207592c4c4474024495f,27.9035,,27.9035,100.0
alibaba-object-read-c16-r2,2026-08-04T00:09:31.361876+00:00,alibaba,me-central-1,object,read,2,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-file-metadata-c16-r3,2026-08-04T00:33:02.323273+00:00,alibaba,me-central-1,file,metadata,3,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,10.8,,10.8,100.0
alibaba-object-balanced-c16-r3,2026-08-04T00:33:32.905018+00:00,alibaba,me-central-1,object,balanced,3,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-object-metadata-c16-r1,2026-08-04T00:34:02.974450+00:00,alibaba,me-central-1,object,metadata,1,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-file-largeobj-c16-r3,2026-08-04T00:45:28.591558+00:00,alibaba,me-central-1,file,largeobj,3,16,elbencho,16m,40,60,900,154.0,,154.0,9.0,,9.0,1550.878,,14107.901,,5.7,results/raw/alibaba-file-largeobj-c16-r3.elbencho.csv,bb7fe34bb81f04575feecbce24bf9bbb45164505c8b5b3ece7d14ee2f50e2d0f,10.8,,10.8,100.0
alibaba-block-largeobj-c16-r2,2026-08-04T00:55:50.040238+00:00,alibaba,me-central-1,block,largeobj,2,16,elbencho,16m,40,60,900,169.0,,169.0,10.0,,10.0,1501.748,,1763.488,,96.0,results/raw/alibaba-block-largeobj-c16-r2.elbencho.csv,c29fd9e8d332eb46c520a3f129cdcf8c23430cb804ec0c3e0198c4599d82b78d,27.9035,,27.9035,100.0
alibaba-file-metadata-c16-r2,2026-08-04T01:18:29.724225+00:00,alibaba,me-central-1,file,metadata,2,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,10.8,,10.8,100.0
alibaba-file-write-c16-r3,2026-08-04T01:23:38.269237+00:00,alibaba,me-central-1,file,write,3,16,elbencho,64k,20,60,900,,152.0,152.0,,2445.0,2445.0,6.538,,16.384,,5.6,results/raw/alibaba-file-write-c16-r3.elbencho.csv,1a2e732d103a4d867cac1f11ad95989fa2cd6bf06ed3bfcde074f87f30498668,10.8,,10.8,100.0
alibaba-file-balanced-c16-r2,2026-08-04T01:30:37.364772+00:00,alibaba,me-central-1,file,balanced,2,16,elbencho,64k,20,60,900,153.0,152.0,305.0,2449.0,2445.0,4894.0,6.518,,24.576,,6.6,results/raw/alibaba-file-balanced-c16-r2.elbencho.csv,4daf3a82cba394825832c11ca1a7c341b96b0352ff80c931ca72ad81b9807579,10.8,,10.8,100.0
alibaba-object-read-c16-r1,2026-08-04T01:31:13.937856+00:00,alibaba,me-central-1,object,read,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-object-metadata-c16-r3,2026-08-04T01:31:55.168913+00:00,alibaba,me-central-1,object,metadata,3,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-block-read-c16-r1,2026-08-04T01:38:23.298757+00:00,alibaba,me-central-1,block,read,1,16,elbencho,64k,20,60,900,170.0,,170.0,2720.0,,2720.0,5.869,,9.742,,89.5,results/raw/alibaba-block-read-c16-r1.elbencho.csv,cd5b9b5fa8585e15d511429bb2a7c280c361fb30db1c9cf532dd0d10c38fecc1,27.9035,,27.9035,100.0
alibaba-file-write-c16-r2,2026-08-04T01:43:17.458332+00:00,alibaba,me-central-1,file,write,2,16,elbencho,64k,20,60,900,,152.0,152.0,,2445.0,2445.0,6.537,,16.384,,5.7,results/raw/alibaba-file-write-c16-r2.elbencho.csv,a8ebe0d4411b78c79f7aa89721685c6d65fdb50b8b76a1b1805d9c3543af4f20,10.8,,10.8,100.0
alibaba-file-read-c16-r2,2026-08-04T01:50:33.170135+00:00,alibaba,me-central-1,file,read,2,16,elbencho,64k,20,60,900,153.0,,153.0,2448.0,,2448.0,6.501,,32.768,,7.0,results/raw/alibaba-file-read-c16-r2.elbencho.csv,3f5b1c295c76b511adb10a52360d69077dd6d34630bf80239ee65b232df31ccb,10.8,,10.8,100.0
alibaba-object-largeobj-c16-r2,2026-08-04T01:51:08.509867+00:00,alibaba,me-central-1,object,largeobj,2,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-object-balanced-c16-r2,2026-08-04T01:51:45.388218+00:00,alibaba,me-central-1,object,balanced,2,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-object-write-c16-r3,2026-08-04T01:52:15.220550+00:00,alibaba,me-central-1,object,write,3,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-object-largeobj-c16-r1,2026-08-04T01:52:48.839935+00:00,alibaba,me-central-1,object,largeobj,1,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-block-read-c16-r3,2026-08-04T01:59:15.959670+00:00,alibaba,me-central-1,block,read,3,16,elbencho,64k,20,60,900,170.0,,170.0,2720.0,,2720.0,5.868,,9.742,,85.0,results/raw/alibaba-block-read-c16-r3.elbencho.csv,d18a46427a8b14016c6587617b6513904da2685a6b28cd37dd9ba6ad2d1633f5,27.9035,,27.9035,100.0
alibaba-file-largeobj-c16-r1,2026-08-04T02:10:34.528127+00:00,alibaba,me-central-1,file,largeobj,1,16,elbencho,16m,40,60,900,154.0,,154.0,9.0,,9.0,1536.059,,14107.901,,5.7,results/raw/alibaba-file-largeobj-c16-r1.elbencho.csv,e94f4bbf44e0b941f36980bf8ad1ef2b16f9ad0a753fe37a02e5a3a17ab7866d,10.8,,10.8,100.0
alibaba-block-write-c16-r3,2026-08-04T02:14:51.683133+00:00,alibaba,me-central-1,block,write,3,16,elbencho,64k,20,60,900,,170.0,170.0,,2720.0,2720.0,5.864,,11.585,,70.1,results/raw/alibaba-block-write-c16-r3.elbencho.csv,e29fbe4728d13112fe5b070af5de25d458e4092517f6274ab1cfe57fc1436d1c,27.9035,,27.9035,100.0
alibaba-object-write-c16-r2,2026-08-04T02:15:23.009415+00:00,alibaba,me-central-1,object,write,2,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-block-balanced-c16-r1,2026-08-04T02:21:41.306692+00:00,alibaba,me-central-1,block,balanced,1,16,elbencho,64k,20,60,900,170.0,170.0,340.0,2720.0,2720.0,5440.0,5.87,,10.664,,80.6,results/raw/alibaba-block-balanced-c16-r1.elbencho.csv,c84328269878b4f10bc0e45fbf00c0b92124b5b69c47c5bc60256ce2e202cd99,27.9035,,27.9035,100.0
alibaba-block-balanced-c16-r3,2026-08-04T02:27:59.607262+00:00,alibaba,me-central-1,block,balanced,3,16,elbencho,64k,20,60,900,170.0,170.0,340.0,2720.0,2720.0,5440.0,5.867,,10.664,,82.0,results/raw/alibaba-block-balanced-c16-r3.elbencho.csv,e2bbe907ed64c12fd968395dbed7031b373bb9435db1caea8a8b96a9c5bf9693,27.9035,,27.9035,100.0
alibaba-block-largeobj-c16-r3,2026-08-04T02:38:20.892382+00:00,alibaba,me-central-1,block,largeobj,3,16,elbencho,16m,40,60,900,169.0,,169.0,10.0,,10.0,1501.776,,1763.488,,96.0,results/raw/alibaba-block-largeobj-c16-r3.elbencho.csv,4e96b1852dc01a2c793c576a838cde0e89ec39dccff4e2d4ade91110da9aba18,27.9035,,27.9035,100.0
alibaba-file-read-c16-r1,2026-08-04T02:45:08.884029+00:00,alibaba,me-central-1,file,read,1,16,elbencho,64k,20,60,900,153.0,,153.0,2448.0,,2448.0,6.498,,32.768,,6.7,results/raw/alibaba-file-read-c16-r1.elbencho.csv,5cbb0d700be202ed3eb08ac95968d31da5f6cf8485af83fc075c72557a13f21d,10.8,,10.8,100.0
alibaba-file-read-c16-r3,2026-08-04T02:52:26.617290+00:00,alibaba,me-central-1,file,read,3,16,elbencho,64k,20,60,900,153.0,,153.0,2448.0,,2448.0,6.498,,32.768,,6.7,results/raw/alibaba-file-read-c16-r3.elbencho.csv,703accdc0d048d7e2c510ebd1849ed2b568c168fd88a46365a6bfbb1dba36847,10.8,,10.8,100.0
alibaba-block-read-c16-r2,2026-08-04T02:58:56.022029+00:00,alibaba,me-central-1,block,read,2,16,elbencho,64k,20,60,900,170.0,,170.0,2720.0,,2720.0,5.868,,9.742,,88.8,results/raw/alibaba-block-read-c16-r2.elbencho.csv,a23886b81213aa736e32c00fcb6ef766c7425eb7b59a79b30576e06cf681753a,27.9035,,27.9035,100.0
alibaba-block-balanced-c16-r2,2026-08-04T03:05:14.273618+00:00,alibaba,me-central-1,block,balanced,2,16,elbencho,64k,20,60,900,169.0,170.0,339.0,2719.0,2720.0,5439.0,5.869,,10.664,,82.9,results/raw/alibaba-block-balanced-c16-r2.elbencho.csv,8e1a22cff0673b895053b856ff9188034c6273131a49933d1c3734adb9ca16e1,27.9035,,27.9035,100.0
alibaba-object-metadata-c16-r2,2026-08-04T03:05:45.941133+00:00,alibaba,me-central-1,object,metadata,2,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-object-balanced-c16-r1,2026-08-04T17:53:12.688140+00:00,alibaba,me-central-1,object,balanced,1,16,elbencho,64k,20,60,900,133.0,82.0,215.0,2132.0,1326.0,3458.0,9.774,,19.484,,21.5,results/raw/alibaba-object-balanced-c16-r1.elbencho.csv,049fe04c89617d76018fcc178038d76454818aa24a0b857e29a162bbbbd76d7e,2.04,,2.04,100.0
alibaba-object-read-c16-r3,2026-08-04T18:07:13.464215+00:00,alibaba,me-central-1,object,read,3,16,elbencho,64k,20,60,900,139.0,,139.0,2236.0,,2236.0,7.17,,23.17,,27.9,results/raw/alibaba-object-read-c16-r3.elbencho.csv,aed9b80cfaf86c2b620699f0f0647618af0f2b6ffe56cea4c9350fca8b0ac54e,2.04,,2.04,100.0
alibaba-object-write-c16-r1,2026-08-04T18:18:58.960162+00:00,alibaba,me-central-1,object,write,1,16,elbencho,64k,20,60,900,,75.0,75.0,,1206.0,1206.0,13.266,,23.17,,15.6,results/raw/alibaba-object-write-c16-r1.elbencho.csv,b337aa509bcc68c05dec1bc8e5577cf1cfb89bc5e3f6347895cc56eafe688576,2.04,,2.04,100.0
alibaba-object-largeobj-c16-r3,2026-08-04T18:27:55.619389+00:00,alibaba,me-central-1,object,largeobj,3,16,elbencho,16m,40,60,900,645.0,,645.0,40.0,,40.0,390.002,,40344.041,,47.5,results/raw/alibaba-object-largeobj-c16-r3.elbencho.csv,c11eedbb80a28836d5cd21bac863cf9236896fe9d269d362cbffa95df2cc9035,2.04,,2.04,100.0
alibaba-file-metadata-c16-r1,2026-08-04T18:33:04.381317+00:00,alibaba,,file,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
alibaba-object-read-c16-r2,2026-08-04T18:47:26.684392+00:00,alibaba,me-central-1,object,read,2,16,elbencho,64k,20,60,900,132.0,,132.0,2112.0,,2112.0,7.591,,27.554,,26.4,results/raw/alibaba-object-read-c16-r2.elbencho.csv,9e70460320ba8e8958e9ee87133d4fdae27b20c7a92aa7784964027f38e15462,2.04,,2.04,100.0
alibaba-file-metadata-c16-r3,2026-08-04T18:52:35.516124+00:00,alibaba,,file,metadata,3,16,,4k,2,,,,,,,,,,,,,,,,,,,
alibaba-object-balanced-c16-r3,2026-08-04T19:06:52.212230+00:00,alibaba,me-central-1,object,balanced,3,16,elbencho,64k,20,60,900,132.0,77.0,209.0,2123.0,1241.0,3364.0,10.209,,21.327,,20.5,results/raw/alibaba-object-balanced-c16-r3.elbencho.csv,8c3c9f5246d3e84e9f34a0d87650671e2a7548f575febd6e58526b1bc2d16790,2.04,,2.04,100.0
alibaba-object-metadata-c16-r1,2026-08-04T19:33:37.878054+00:00,alibaba,me-central-1,object,metadata,1,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-file-metadata-c16-r2,2026-08-04T19:38:46.956833+00:00,alibaba,,file,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
alibaba-object-read-c16-r1,2026-08-04T19:53:08.072771+00:00,alibaba,me-central-1,object,read,1,16,elbencho,64k,20,60,900,137.0,,137.0,2195.0,,2195.0,7.3,,19.484,,27.0,results/raw/alibaba-object-read-c16-r1.elbencho.csv,235d6488353089e920d6b2341ddd90fa534935d1aa3b481ff00e8ff7eaf25119,2.04,,2.04,100.0
alibaba-object-metadata-c16-r3,2026-08-04T20:19:53.842504+00:00,alibaba,me-central-1,object,metadata,3,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-object-largeobj-c16-r2,2026-08-04T20:28:51.746950+00:00,alibaba,me-central-1,object,largeobj,2,16,elbencho,16m,40,60,900,644.0,,644.0,40.0,,40.0,386.514,,40344.041,,44.6,results/raw/alibaba-object-largeobj-c16-r2.elbencho.csv,b5a976f7267175e030a78f0c136611e2145f605b3963be8c04740239f1b4f912,2.04,,2.04,100.0
alibaba-object-balanced-c16-r2,2026-08-04T20:43:30.300756+00:00,alibaba,me-central-1,object,balanced,2,16,elbencho,64k,20,60,900,113.0,75.0,188.0,1821.0,1208.0,3029.0,11.025,,27.969,,18.9,results/raw/alibaba-object-balanced-c16-r2.elbencho.csv,fe9bc459a2271abd5e200c3ef5ef1f9ae15557beb980dc4f7aacf642d16e0b8e,2.04,,2.04,100.0
alibaba-object-write-c16-r3,2026-08-04T20:55:05.496518+00:00,alibaba,me-central-1,object,write,3,16,elbencho,64k,20,60,900,,76.0,76.0,,1216.0,1216.0,13.123,,19.484,,15.9,results/raw/alibaba-object-write-c16-r3.elbencho.csv,eb89f5ffada34672abc2d342ea6ea83225522efd98f3c442f66b2fbe7c8aa885,2.04,,2.04,100.0
alibaba-object-largeobj-c16-r1,2026-08-04T21:04:01.107714+00:00,alibaba,me-central-1,object,largeobj,1,16,elbencho,16m,40,60,900,622.0,,622.0,38.0,,38.0,386.686,,40344.041,,45.8,results/raw/alibaba-object-largeobj-c16-r1.elbencho.csv,a11e36e5afa14b57f4f5cea1f1f5b15c68fbc21c4f86a2532ffbbf9f93be958d,2.04,,2.04,100.0
alibaba-object-write-c16-r2,2026-08-04T21:15:38.481952+00:00,alibaba,me-central-1,object,write,2,16,elbencho,64k,20,60,900,,74.0,74.0,,1190.0,1190.0,13.441,,27.554,,15.6,results/raw/alibaba-object-write-c16-r2.elbencho.csv,08da21c708aacd66323e5447203f3e8746057ccbdba1f8624becc28c44ccd462,2.04,,2.04,100.0
alibaba-object-metadata-c16-r2,2026-08-04T21:42:24.540340+00:00,alibaba,me-central-1,object,metadata,2,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.04,,2.04,100.0
alibaba-file-metadata-c16-r2,2026-08-05T16:49:59.293684+00:00,alibaba,,file,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
alibaba-file-metadata-c16-r1,2026-08-05T16:50:04.357281+00:00,alibaba,,file,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
alibaba-file-metadata-c16-r3,2026-08-05T16:50:09.385967+00:00,alibaba,,file,metadata,3,16,,4k,2,,,,,,,,,,,,,,,,,,,
alibaba-file-metadata-c16-r2,2026-08-05T17:20:51.558684+00:00,alibaba,me-central-1,file,metadata,2,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,10.8,,10.8,100.0
alibaba-file-metadata-c16-r1,2026-08-05T17:43:33.287056+00:00,alibaba,me-central-1,file,metadata,1,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,10.8,,10.8,100.0
alibaba-file-metadata-c16-r3,2026-08-05T18:06:03.603964+00:00,alibaba,me-central-1,file,metadata,3,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,10.8,,10.8,100.0
