run_id,timestamp_utc,provider,region,paradigm,workload,rep,concurrency,tool,block_size,dataset_size_gb,warmup_s,duration_s,read_throughput_mbps,write_throughput_mbps,total_throughput_mbps,read_iops,write_iops,total_iops,lat_mean_ms,lat_p95_ms,lat_p99_ms,metadata_ops_per_s,cpu_util_pct,raw_artifact_path,raw_sha256
aws-file-balanced-c01-r1,2026-08-17T20:08:40.928736+00:00,aws,af-south-1,file,balanced,1,1,elbencho,64k,20,60,900,79.0,44.0,123.0,1279.0,704.0,1983.0,1.095,,1.585,,19.5,results-sweep/raw/aws-file-balanced-c01-r1.elbencho.csv,72a61e7584301dce6ca7ef82a918dd48cc5f660ac3c84a994cdfdae824028319
aws-block-balanced-c16-r2,2026-08-16T00:56:18.416717+00:00,aws,af-south-1,block,balanced,2,16,elbencho,64k,20,60,900,125.0,51.0,176.0,2015.0,817.0,2832.0,13.758,,26.372,,49.2,results-sweep/raw/aws-block-balanced-c16-r2.elbencho.csv,b143144c13963974ac77b45e73f3dcff657fb9b5d7b240a8aecd7c0850b668ac
aws-block-balanced-c16-r1,2026-08-16T01:08:46.634596+00:00,aws,af-south-1,block,balanced,1,16,elbencho,64k,20,60,900,125.0,51.0,176.0,2015.0,820.0,2835.0,13.755,,25.276,,49.4,results-sweep/raw/aws-block-balanced-c16-r1.elbencho.csv,beddd8b04aad571b7128a9bb0e90699c9defa8ae4d58f4d12f3736f5fec7dfe5
aws-block-balanced-c04-r1,2026-08-16T01:21:13.834009+00:00,aws,af-south-1,block,balanced,1,4,elbencho,64k,20,60,900,125.0,50.0,175.0,2015.0,808.0,2823.0,3.453,,6.593,,39.8,results-sweep/raw/aws-block-balanced-c04-r1.elbencho.csv,e32e25bd718796a2028d3ca6ccc31b08c80bd67703dbc7c5bbecd17fde4b2230
aws-block-balanced-c64-r3,2026-08-16T01:33:41.484953+00:00,aws,af-south-1,block,balanced,3,64,elbencho,64k,20,60,900,125.0,50.0,175.0,2015.0,807.0,2822.0,55.503,,98.304,,49.8,results-sweep/raw/aws-block-balanced-c64-r3.elbencho.csv,75726427011169e4af98415530ddcfb590b0d1d48266bfd08e3097ecc69fef3b
aws-file-balanced-c01-r2,2026-08-17T20:17:16.764299+00:00,aws,af-south-1,file,balanced,2,1,elbencho,64k,20,60,900,80.0,44.0,124.0,1282.0,705.0,1987.0,1.093,,1.585,,19.5,results-sweep/raw/aws-file-balanced-c01-r2.elbencho.csv,9a81cf41dedf73401554eaa9a119c8cd1b9e155e6b01fd563e8780a237c2c8e5
aws-object-largeobj-c01-r2,2026-08-17T20:19:03.711290+00:00,aws,af-south-1,object,largeobj,2,1,elbencho,16m,40,60,900,93.0,,93.0,5.0,,5.0,170.53,,11955.965,,4.3,results-sweep/raw/aws-object-largeobj-c01-r2.elbencho.csv,7e558356de4bc831e0f8d04465b067ec278ff9472061577de6b0469cb4c0e549
aws-object-balanced-c01-r1,2026-08-17T20:35:14.784220+00:00,aws,af-south-1,object,balanced,1,1,elbencho,64k,20,60,900,2.0,2.0,4.0,40.0,38.0,78.0,25.326,,42.654,,0.6,results-sweep/raw/aws-object-balanced-c01-r1.elbencho.csv,8b2457bae6e044d935120d9cf658ae39bcfb5fd5c9fe176b798d51ebdb8f0369
aws-file-balanced-c64-r3,2026-08-16T02:51:32.837296+00:00,aws,af-south-1,file,balanced,3,64,elbencho,64k,20,60,900,125.0,125.0,250.0,2003.0,2003.0,4006.0,31.852,,71.736,,97.1,results-sweep/raw/aws-file-balanced-c64-r3.elbencho.csv,3d7cac3f37b074261db324688f9cce104da7611095fd1509d5a74f8bd5edba47
aws-object-balanced-c16-r1,2026-08-18T20:31:46.131071+00:00,aws,af-south-1,object,balanced,1,16,elbencho,64k,20,60,2400,33.0,40.0,73.0,532.0,648.0,1180.0,26.239,,47.038,,9.0,results-sweep/raw/aws-object-balanced-c16-r1.elbencho.csv,83b6371f649d99fda31e86a06d2ac3be60491933df7cb0048e34d6f69e362411
aws-file-largeobj-c04-r1,2026-08-16T03:38:13.431061+00:00,aws,af-south-1,file,largeobj,1,4,elbencho,16m,40,60,900,125.0,,125.0,7.0,,7.0,494.032,,741.455,,91.8,results-sweep/raw/aws-file-largeobj-c04-r1.elbencho.csv,e72a9073824b1bc192b4fb14ecd24264ab6eba503470973e598e0c6d1f0c788d
aws-block-largeobj-c64-r3,2026-08-16T03:52:22.365944+00:00,aws,af-south-1,block,largeobj,3,64,elbencho,16m,40,60,900,123.0,,123.0,7.0,,7.0,8021.313,,14107.901,,97.0,results-sweep/raw/aws-block-largeobj-c64-r3.elbencho.csv,3884980b7f46ff003ad9205c17f7485b91dc9c6defa4cd0694eb5a4b3fa80e66
aws-object-largeobj-c64-r2,2026-08-16T03:55:47.400716+00:00,aws,af-south-1,object,largeobj,2,64,elbencho,16m,40,60,900,990.0,,990.0,61.0,,61.0,1059.964,,24608.31,,80.7,results-sweep/raw/aws-object-largeobj-c64-r2.elbencho.csv,4613d978547773c9430aedf601dfbaf961aa239b73026066cd49b7b055f3d796
aws-file-balanced-c04-r1,2026-08-16T04:10:08.445671+00:00,aws,af-south-1,file,balanced,1,4,elbencho,64k,20,60,900,125.0,125.0,250.0,2003.0,2003.0,4006.0,1.996,,2.666,,53.0,results-sweep/raw/aws-file-balanced-c04-r1.elbencho.csv,66b215671273776d5e412c60ae17717f290e87dee03a392721ddf8676dbaf884
aws-file-balanced-c16-r3,2026-08-16T04:18:01.196504+00:00,aws,af-south-1,file,balanced,3,16,elbencho,64k,20,60,900,308.0,121.0,429.0,4937.0,1946.0,6883.0,5.726,,11.088,,6.3,results-sweep/raw/aws-file-balanced-c16-r3.elbencho.csv,18ca0a0a8d991a4d20a12ae9a20a2b82e72a076ae319e48c86ca7d03b8f9f404
aws-block-balanced-c01-r3,2026-08-16T04:33:00.340749+00:00,aws,af-south-1,block,balanced,3,1,elbencho,64k,20,60,900,80.0,43.0,123.0,1281.0,703.0,1984.0,1.099,,1.373,,24.5,results-sweep/raw/aws-block-balanced-c01-r3.elbencho.csv,d89c629904b1ad25534400e7511305caa8988b7a73478b4ff1d31c4497435714
aws-object-largeobj-c04-r1,2026-08-16T04:39:33.092581+00:00,aws,af-south-1,object,largeobj,1,4,elbencho,16m,40,60,900,374.0,,374.0,23.0,,23.0,171.1,,56524.285,,28.5,results-sweep/raw/aws-object-largeobj-c04-r1.elbencho.csv,88f12ddbc3d200962e22040f8d7d3b6149f81cc7f6ace89027f5bf9f087852ed
aws-object-balanced-c64-r2,2026-08-16T04:51:04.447651+00:00,aws,af-south-1,object,balanced,2,64,elbencho,64k,20,60,900,164.0,150.0,314.0,2627.0,2403.0,5030.0,25.485,,39.554,,48.0,results-sweep/raw/aws-object-balanced-c64-r2.elbencho.csv,c264c1f94ba2f108e03284385abae22a057e09220d63fe7f588ff627604a70ae
aws-block-largeobj-c01-r1,2026-08-16T05:05:08.416524+00:00,aws,af-south-1,block,largeobj,1,1,elbencho,16m,40,60,900,125.0,,125.0,7.0,,7.0,127.785,,131.072,,24.3,results-sweep/raw/aws-block-largeobj-c01-r1.elbencho.csv,0f8ed5ff57113a31764ce673acc3f33b5ad9b42a8425b9661b0c99858459c36c
aws-file-largeobj-c64-r3,2026-08-16T05:24:59.921235+00:00,aws,af-south-1,file,largeobj,3,64,elbencho,16m,40,60,900,123.0,,123.0,7.0,,7.0,8063.749,,11863.283,,97.0,results-sweep/raw/aws-file-largeobj-c64-r3.elbencho.csv,c5bc087f2a4c11afaa767e9b612d67c97d2b309d89441f4917611a3e4817202b
aws-object-balanced-c64-r3,2026-08-16T05:36:25.434147+00:00,aws,af-south-1,object,balanced,3,64,elbencho,64k,20,60,900,164.0,151.0,315.0,2637.0,2421.0,5058.0,25.313,,39.554,,50.2,results-sweep/raw/aws-object-balanced-c64-r3.elbencho.csv,ec1417d811f21dc4377cd5a3b6dbb315140b4b7a7190796a84e8274b311f3e46
aws-block-largeobj-c16-r1,2026-08-16T05:50:29.731125+00:00,aws,af-south-1,block,largeobj,1,16,elbencho,16m,40,60,900,124.0,,124.0,7.0,,7.0,2032.486,,3526.975,,97.0,results-sweep/raw/aws-block-largeobj-c16-r1.elbencho.csv,d8e04cc42c4a41255dc965fd1a6965ad605cd9cc991ad5c12b7166ab060b81cd
aws-file-largeobj-c01-r1,2026-08-16T06:10:17.070641+00:00,aws,af-south-1,file,largeobj,1,1,elbencho,16m,40,60,900,125.0,,125.0,7.0,,7.0,127.796,,131.072,,24.6,results-sweep/raw/aws-file-largeobj-c01-r1.elbencho.csv,ad12f4f624f4b9a9284d98f730425958888c4663c587c7501bc8a86ae95697e9
aws-block-balanced-c04-r2,2026-08-16T06:22:44.965741+00:00,aws,af-south-1,block,balanced,2,4,elbencho,64k,20,60,900,125.0,50.0,175.0,2015.0,809.0,2824.0,3.441,,7.01,,39.5,results-sweep/raw/aws-block-balanced-c04-r2.elbencho.csv,b75d248221d845eec5feec5fe67e75034cb2de468a2814ad788092a93a7e096b
