run_id,timestamp_utc,provider,region,paradigm,workload,rep,concurrency,tool,block_size,dataset_size_gb,warmup_s,duration_s,read_throughput_mbps,write_throughput_mbps,total_throughput_mbps,read_iops,write_iops,total_iops,lat_mean_ms,lat_p95_ms,lat_p99_ms,metadata_ops_per_s,cpu_util_pct,raw_artifact_path,raw_sha256
huawei-block-balanced-c01-r2,2026-08-15T17:59:34.568717+00:00,huawei,af-south-1,block,balanced,2,1,elbencho,64k,20,60,900,100.0,97.0,197.0,1606.0,1559.0,3165.0,0.63,,1.722,,24.5,results-sweep/raw/huawei-block-balanced-c01-r2.elbencho.csv,320b511a15cd0399d9481bf144096f8afb5851ef85a33cfb1997bb265b951535
huawei-file-balanced-c16-r1,2026-08-15T18:10:11.300382+00:00,huawei,af-south-1,file,balanced,1,16,elbencho,64k,20,60,900,188.0,186.0,374.0,3017.0,2984.0,6001.0,5.176,,9.889,,9.3,results-sweep/raw/huawei-file-balanced-c16-r1.elbencho.csv,77cb9b231212c4b64b7ca21d0b4158d12f4a2dffb658be0ead3bed9726baa0a2
huawei-file-largeobj-c01-r2,2026-08-15T18:24:21.972235+00:00,huawei,af-south-1,file,largeobj,2,1,elbencho,16m,40,60,900,186.0,,186.0,11.0,,11.0,85.582,,741.455,,8.0,results-sweep/raw/huawei-file-largeobj-c01-r2.elbencho.csv,a3f6296002aeeec86055bc19a4ef1418ff1368369b5b6120a142f2381fdb688f
huawei-file-balanced-c64-r1,2026-08-15T18:34:44.630006+00:00,huawei,af-south-1,file,balanced,1,64,elbencho,64k,20,60,900,189.0,186.0,375.0,3025.0,2988.0,6013.0,20.965,,811.6,,9.9,results-sweep/raw/huawei-file-balanced-c64-r1.elbencho.csv,dffb1cdbba4b11c93a72c12d0a6753e97ec064fe660d49820283ff78648cf3b6
huawei-file-largeobj-c04-r3,2026-08-15T18:49:39.978768+00:00,huawei,af-south-1,file,largeobj,3,4,elbencho,16m,40,60,900,187.0,,187.0,11.0,,11.0,341.738,,1048.576,,7.7,results-sweep/raw/huawei-file-largeobj-c04-r3.elbencho.csv,d1ecdf1919bdda3bcc95fa133c3d47bc1aeb89145da4f84b83bd94bd0ea33582
huawei-block-largeobj-c04-r3,2026-08-15T19:03:19.692858+00:00,huawei,af-south-1,block,largeobj,3,4,elbencho,16m,40,60,900,350.0,,350.0,21.0,,21.0,182.144,,1048.576,,89.3,results-sweep/raw/huawei-block-largeobj-c04-r3.elbencho.csv,f9f64aa5d5c7ff08671dce2fed225ba2072b7ad7060b0bc124dbf397661509c2
huawei-file-largeobj-c16-r3,2026-08-15T19:17:28.899091+00:00,huawei,af-south-1,file,largeobj,3,16,elbencho,16m,40,60,900,186.0,,186.0,11.0,,11.0,1364.452,,2097.152,,7.7,results-sweep/raw/huawei-file-largeobj-c16-r3.elbencho.csv,d5f4e518daae503ef1e8a2ca6881c1b9b71ec7b233e808b0fa8ca8783efb812c
huawei-file-largeobj-c01-r3,2026-08-15T19:31:27.920984+00:00,huawei,af-south-1,file,largeobj,3,1,elbencho,16m,40,60,900,186.0,,186.0,11.0,,11.0,85.636,,741.455,,7.9,results-sweep/raw/huawei-file-largeobj-c01-r3.elbencho.csv,a4563a4bf10430ba3925c3f77afd332a98c7015e4ac601b18bead4342810dc66
huawei-block-balanced-c16-r3,2026-08-15T19:39:55.270211+00:00,huawei,af-south-1,block,balanced,3,16,elbencho,64k,20,60,900,355.0,94.0,449.0,5686.0,1504.0,7190.0,6.814,,17.602,,44.2,results-sweep/raw/huawei-block-balanced-c16-r3.elbencho.csv,a44eb81c8ab621ecd40fa1c148682eff821c37a5e9b4b406ee05ddc63745eca0
huawei-file-balanced-c16-r2,2026-08-15T19:50:28.225555+00:00,huawei,af-south-1,file,balanced,2,16,elbencho,64k,20,60,900,187.0,186.0,373.0,2998.0,2983.0,5981.0,5.184,,8.967,,9.2,results-sweep/raw/huawei-file-balanced-c16-r2.elbencho.csv,8743cb8582165d9de6f1d5a555bc0b9c4307cbe033d506237c2a9b341451553f
huawei-block-balanced-c64-r2,2026-08-16T18:08:00.198122+00:00,huawei,af-south-1,block,balanced,2,64,elbencho,64k,20,60,900,350.0,90.0,440.0,5615.0,1451.0,7066.0,27.66,,495.981,,43.7,results-sweep/raw/huawei-block-balanced-c64-r2.elbencho.csv,efabd2038e9c955e5155ac2000782f475ea1490491005112dde3f53249c980f1
huawei-object-largeobj-c16-r1,2026-08-16T14:19:36.874923+00:00,huawei,af-south-1,object,largeobj,1,16,elbencho,16m,40,60,900,958.0,,958.0,59.0,,59.0,249.418,,24608.31,,74.0,results-sweep/raw/huawei-object-largeobj-c16-r1.elbencho.csv,dfdda8abe12c41fc3be19d6addd149a830f6b2bdaae7597b6e716859a743af5d
huawei-object-balanced-c64-r1,2026-08-16T14:31:55.999875+00:00,huawei,af-south-1,object,balanced,1,64,elbencho,64k,20,60,900,448.0,208.0,656.0,7174.0,3327.0,10501.0,13.636,,31.363,,60.9,results-sweep/raw/huawei-object-balanced-c64-r1.elbencho.csv,43734695f35848ac09480c96019fd47caa8cd8005da2fd576fb34c7b5175a005
huawei-object-balanced-c16-r3,2026-08-16T14:47:22.322891+00:00,huawei,af-south-1,object,balanced,3,16,elbencho,64k,20,60,900,208.0,91.0,299.0,3334.0,1469.0,4803.0,7.647,,17.873,,29.0,results-sweep/raw/huawei-object-balanced-c16-r3.elbencho.csv,a260495866fd37367e7fcfd027bcc1c2bd8e7642813978c5c17570b4a06fe426
huawei-object-balanced-c01-r2,2026-08-17T19:25:58.595760+00:00,huawei,af-south-1,object,balanced,2,1,elbencho,64k,20,60,1200,13.0,5.0,18.0,212.0,83.0,295.0,8.351,,15.03,,1.9,results-sweep/raw/huawei-object-balanced-c01-r2.elbencho.csv,6ea48468895cc6ba604c53057bf18181eafa93709cf824a1a98279f9745067cb
huawei-object-balanced-c04-r3,2026-08-16T15:38:17.659652+00:00,huawei,af-south-1,object,balanced,3,4,elbencho,64k,20,60,900,51.0,34.0,85.0,817.0,549.0,1366.0,6.068,,15.681,,9.4,results-sweep/raw/huawei-object-balanced-c04-r3.elbencho.csv,fac9d9bc7d098fd7239ec39a29fef994e7f6540df561ab19838231e0aa482174
huawei-object-largeobj-c16-r3,2026-08-16T15:41:05.358610+00:00,huawei,af-south-1,object,largeobj,3,16,elbencho,16m,40,60,900,958.0,,958.0,59.0,,59.0,231.623,,24350.054,,60.6,results-sweep/raw/huawei-object-largeobj-c16-r3.elbencho.csv,c9b910ae0514a39fc5fce91ac8cdb426bb76f39589c1a3d810618e3b7698bdb5
huawei-object-largeobj-c64-r1,2026-08-16T15:44:05.456862+00:00,huawei,af-south-1,object,largeobj,1,64,elbencho,16m,40,60,900,955.0,,955.0,58.0,,58.0,922.662,,25823.718,,76.4,results-sweep/raw/huawei-object-largeobj-c64-r1.elbencho.csv,7dfa5c250c335f6e533db4eda870cd5b9640060b26ea71970cbc70a8843c6195
huawei-object-largeobj-c04-r3,2026-08-16T15:48:26.940950+00:00,huawei,af-south-1,object,largeobj,3,4,elbencho,16m,40,60,900,955.0,,955.0,59.0,,59.0,66.612,,23882.439,,50.7,results-sweep/raw/huawei-object-largeobj-c04-r3.elbencho.csv,c883c793efe475b29a14e8e43691cdb39e828af7451c5db1a6f8b53c3996de37
huawei-object-largeobj-c04-r2,2026-08-16T15:52:50.467189+00:00,huawei,af-south-1,object,largeobj,2,4,elbencho,16m,40,60,900,950.0,,950.0,59.0,,59.0,65.864,,23882.439,,50.4,results-sweep/raw/huawei-object-largeobj-c04-r2.elbencho.csv,0cb401f3d1dd5c1f5262338d0c9d51a5744dde6f97716d7a5ef8218f9ec1e122
huawei-object-largeobj-c16-r2,2026-08-16T15:55:49.949400+00:00,huawei,af-south-1,object,largeobj,2,16,elbencho,16m,40,60,900,959.0,,959.0,59.0,,59.0,218.656,,24350.054,,60.9,results-sweep/raw/huawei-object-largeobj-c16-r2.elbencho.csv,4d63e8d7b3bfc156dd5d6e81af643f54341d3192e04cfcf21737c22cb7d80fc8
huawei-object-balanced-c04-r1,2026-08-16T16:49:07.978647+00:00,huawei,af-south-1,object,balanced,1,4,elbencho,64k,20,60,900,50.0,34.0,84.0,808.0,546.0,1354.0,6.122,,15.681,,9.5,results-sweep/raw/huawei-object-balanced-c04-r1.elbencho.csv,51bda70c234a2ee2cd1f45913534731fe1cd34f8487eaaf1d0fe6b148ac2b939
huawei-object-largeobj-c64-r3,2026-08-16T16:51:53.374387+00:00,huawei,af-south-1,object,largeobj,3,64,elbencho,16m,40,60,900,954.0,,954.0,58.0,,58.0,972.095,,25209.477,,78.6,results-sweep/raw/huawei-object-largeobj-c64-r3.elbencho.csv,f9b9b9d9b657f4abbe0cf26393cebe46972920c3c330c35ae61ca0fa4f5128c0
huawei-object-balanced-c04-r2,2026-08-16T17:16:59.247899+00:00,huawei,af-south-1,object,balanced,2,4,elbencho,64k,20,60,900,53.0,34.0,87.0,858.0,559.0,1417.0,5.897,,15.03,,9.8,results-sweep/raw/huawei-object-balanced-c04-r2.elbencho.csv,080dd0cf435725bd4f44ac9cd5f206e83adfdcb3b864ddd462227cfa8ed487cb
huawei-object-largeobj-c01-r1,2026-08-16T17:31:10.339710+00:00,huawei,af-south-1,object,largeobj,1,1,elbencho,16m,40,60,900,208.0,,208.0,13.0,,13.0,76.704,,112941.143,,9.3,results-sweep/raw/huawei-object-largeobj-c01-r1.elbencho.csv,8d1b9e3a915d62dd4b5a3cae514df972c651b3b887d9362ce6b6f8f6d9885f4f
huawei-object-balanced-c16-r2,2026-08-16T17:46:31.565745+00:00,huawei,af-south-1,object,balanced,2,16,elbencho,64k,20,60,900,204.0,92.0,296.0,3279.0,1485.0,4764.0,7.593,,17.873,,28.4,results-sweep/raw/huawei-object-balanced-c16-r2.elbencho.csv,c146703838e9277e869985f7c9ee76ebe13478970dd9da19579f13c990883673
huawei-object-largeobj-c01-r3,2026-08-16T17:59:56.237856+00:00,huawei,af-south-1,object,largeobj,3,1,elbencho,16m,40,60,900,267.0,,267.0,16.0,,16.0,59.776,,79871.875,,12.8,results-sweep/raw/huawei-object-largeobj-c01-r3.elbencho.csv,f9bbd12306f655e9d074f4c5cf1351710048622c90167f52cdbffee6032ca13e
huawei-object-balanced-c01-r3,2026-08-17T19:43:58.073130+00:00,huawei,af-south-1,object,balanced,3,1,elbencho,64k,20,60,1200,13.0,5.0,18.0,211.0,87.0,298.0,8.04,,19.828,,2.0,results-sweep/raw/huawei-object-balanced-c01-r3.elbencho.csv,2c631d57627fb414caa9b6c6d16960cbcbdd6c891a4895fa090aa094e215b212
huawei-block-balanced-c64-r1,2026-08-16T18:41:32.586456+00:00,huawei,af-south-1,block,balanced,1,64,elbencho,64k,20,60,900,357.0,75.0,432.0,5719.0,1211.0,6930.0,31.974,,506.408,,40.6,results-sweep/raw/huawei-block-balanced-c64-r1.elbencho.csv,9deb5d9e798a20060e3f5087e475d2edc1052e11196b760cd2f218e80f272a3f
huawei-file-balanced-c01-r1,2026-08-17T19:50:58.707457+00:00,huawei,af-south-1,file,balanced,1,1,elbencho,64k,20,60,1200,152.0,31.0,183.0,2445.0,507.0,2952.0,2.026,,3.62,,3.0,results-sweep/raw/huawei-file-balanced-c01-r1.elbencho.csv,1f7c8f5167a547b2e52e3b5357ead67c50a706cd164fb0bfed52c30ba4f6c22d
huawei-block-balanced-c16-r2,2026-08-16T19:16:45.136379+00:00,huawei,af-south-1,block,balanced,2,16,elbencho,64k,20,60,900,350.0,79.0,429.0,5612.0,1271.0,6883.0,7.817,,17.832,,41.2,results-sweep/raw/huawei-block-balanced-c16-r2.elbencho.csv,6834f32be9c4cf3bbc38051c8d7fc04e6ea72bbf22e7a2d0b7a1a3f752426dae
huawei-block-balanced-c16-r1,2026-08-16T19:24:41.779151+00:00,huawei,af-south-1,block,balanced,1,16,elbencho,64k,20,60,900,350.0,94.0,444.0,5608.0,1514.0,7122.0,6.792,,15.499,,44.2,results-sweep/raw/huawei-block-balanced-c16-r1.elbencho.csv,e7017797a5ae2697d3ab6dc21d160cb838f88659e53ee5ea4c5dfd45f6783bcd
huawei-block-balanced-c04-r1,2026-08-16T19:32:40.355980+00:00,huawei,af-south-1,block,balanced,1,4,elbencho,64k,20,60,900,337.0,93.0,430.0,5392.0,1501.0,6893.0,1.702,,5.544,,45.3,results-sweep/raw/huawei-block-balanced-c04-r1.elbencho.csv,23c8edbaa0319a1f3d8ba015895464e4001a29468b7da68ec4068997e207dee4
huawei-block-balanced-c64-r3,2026-08-16T19:40:44.724678+00:00,huawei,af-south-1,block,balanced,3,64,elbencho,64k,20,60,900,355.0,89.0,444.0,5684.0,1438.0,7122.0,27.852,,506.408,,43.6,results-sweep/raw/huawei-block-balanced-c64-r3.elbencho.csv,a7b4811561ed7b8e9d13a97ddb300ee594775f7577a021b8bfbc47eba4935d8c
huawei-file-balanced-c01-r2,2026-08-17T19:59:24.340840+00:00,huawei,af-south-1,file,balanced,2,1,elbencho,64k,20,60,1200,156.0,32.0,188.0,2501.0,526.0,3027.0,1.974,,3.506,,3.0,results-sweep/raw/huawei-file-balanced-c01-r2.elbencho.csv,c533f1ad6debbf878ea32393fd954b2280ca85d1caf88351cd956a7ae2c3e814
huawei-object-largeobj-c01-r2,2026-08-16T20:21:41.681775+00:00,huawei,af-south-1,object,largeobj,2,1,elbencho,16m,40,60,900,232.0,,232.0,14.0,,14.0,68.738,,94971.802,,10.8,results-sweep/raw/huawei-object-largeobj-c01-r2.elbencho.csv,e0f82ba0cb5e3aede14ca55cec2e97f1a630421126f4a3ff1012bac757072a0c
huawei-object-balanced-c01-r1,2026-08-17T20:06:22.924955+00:00,huawei,af-south-1,object,balanced,1,1,elbencho,64k,20,60,1200,13.0,4.0,17.0,209.0,78.0,287.0,8.724,,49.785,,1.8,results-sweep/raw/huawei-object-balanced-c01-r1.elbencho.csv,88f61bdef90be205dc84608f9cc52c102e505e1a07f6a344d9402c7eb16ff3a6
huawei-file-balanced-c64-r3,2026-08-16T20:57:18.153488+00:00,huawei,af-south-1,file,balanced,3,64,elbencho,64k,20,60,900,188.0,186.0,374.0,3016.0,2983.0,5999.0,20.914,,881.744,,10.3,results-sweep/raw/huawei-file-balanced-c64-r3.elbencho.csv,5bd8fdd8f150952f5319ed43f00e4d8bc1da5387d6e4155969fb8985aefe4eb3
huawei-object-balanced-c16-r1,2026-08-16T21:12:32.322483+00:00,huawei,af-south-1,object,balanced,1,16,elbencho,64k,20,60,900,214.0,89.0,303.0,3425.0,1438.0,4863.0,7.478,,19.828,,28.9,results-sweep/raw/huawei-object-balanced-c16-r1.elbencho.csv,85a68081ac6148e57cd2ebb7e77d5659816167060044859fb4874d9029d6ecb4
huawei-file-largeobj-c04-r1,2026-08-16T21:28:40.018325+00:00,huawei,af-south-1,file,largeobj,1,4,elbencho,16m,40,60,900,186.0,,186.0,11.0,,11.0,339.866,,1048.576,,7.4,results-sweep/raw/huawei-file-largeobj-c04-r1.elbencho.csv,e213c5ee2532bd93b7ced42e9e5095bd43ee3c58b6bf07efadcafb2ec1030df0
huawei-block-largeobj-c64-r3,2026-08-16T21:35:46.013181+00:00,huawei,af-south-1,block,largeobj,3,64,elbencho,16m,40,60,900,344.0,,344.0,21.0,,21.0,2799.958,,8388.608,,92.4,results-sweep/raw/huawei-block-largeobj-c64-r3.elbencho.csv,beaff24744deed3bdc1c08951423267af53bfca7376ca7011aad6546f09d14e2
huawei-object-largeobj-c64-r2,2026-08-16T21:38:54.906932+00:00,huawei,af-south-1,object,largeobj,2,64,elbencho,16m,40,60,900,955.0,,955.0,58.0,,58.0,966.296,,25490.054,,78.1,results-sweep/raw/huawei-object-largeobj-c64-r2.elbencho.csv,3b66d49321afb40cec642e3c954d6fc9989087c1c33ed5137147f70d6d86aaa2
huawei-file-balanced-c04-r1,2026-08-16T21:53:52.726082+00:00,huawei,af-south-1,file,balanced,1,4,elbencho,64k,20,60,900,187.0,99.0,286.0,3001.0,1594.0,4595.0,1.95,,5.818,,6.5,results-sweep/raw/huawei-file-balanced-c04-r1.elbencho.csv,0f3a03c91f2b2435ed5b5a434f72489567eecdb35903f769d2a82364f593dd1c
huawei-file-balanced-c16-r3,2026-08-16T22:04:37.900264+00:00,huawei,af-south-1,file,balanced,3,16,elbencho,64k,20,60,900,188.0,185.0,373.0,3008.0,2974.0,5982.0,5.243,,8.967,,9.0,results-sweep/raw/huawei-file-balanced-c16-r3.elbencho.csv,3677fa1e5f9dc6fee56164fd1e8747d8302dcfff088a0d3f1c3da1751186b1d4
huawei-block-balanced-c01-r3,2026-08-16T22:15:35.917371+00:00,huawei,af-south-1,block,balanced,3,1,elbencho,64k,20,60,900,105.0,76.0,181.0,1686.0,1224.0,2910.0,0.704,,2.241,,24.6,results-sweep/raw/huawei-block-balanced-c01-r3.elbencho.csv,4d108b56b1bc1781c05f69b62ccce3b038945889e183b7d92063ba237af758ea
huawei-object-largeobj-c04-r1,2026-08-16T22:19:55.063551+00:00,huawei,af-south-1,object,largeobj,1,4,elbencho,16m,40,60,900,956.0,,956.0,59.0,,59.0,67.107,,23882.439,,49.5,results-sweep/raw/huawei-object-largeobj-c04-r1.elbencho.csv,9c1d66d47f04471776e666d9b28c5eafb8e6a34f8bd8646b87fbec8810b637fa
huawei-object-balanced-c64-r2,2026-08-16T22:32:06.519704+00:00,huawei,af-south-1,object,balanced,2,64,elbencho,64k,20,60,900,458.0,206.0,664.0,7332.0,3310.0,10642.0,13.738,,31.363,,60.2,results-sweep/raw/huawei-object-balanced-c64-r2.elbencho.csv,1ec69e8a1635180194214e585397d8755d5f901b509119d4b0f327840e204b3a
huawei-block-largeobj-c01-r1,2026-08-16T22:39:19.486591+00:00,huawei,af-south-1,block,largeobj,1,1,elbencho,16m,40,60,900,349.0,,349.0,21.0,,21.0,45.773,,881.744,,25.3,results-sweep/raw/huawei-block-largeobj-c01-r1.elbencho.csv,995d94f984c7e007f96e87fa776c50d6ee805c2c8b1fc61be194d38f643d77ec
huawei-file-largeobj-c64-r3,2026-08-16T22:53:23.405384+00:00,huawei,af-south-1,file,largeobj,3,64,elbencho,16m,40,60,900,186.0,,186.0,11.0,,11.0,5416.972,,7053.95,,7.5,results-sweep/raw/huawei-file-largeobj-c64-r3.elbencho.csv,dbbf30faa8f1c1b5fe866143a2aad7cbb9ab7e67e78539bf55b2492e74c6f992
huawei-object-balanced-c64-r3,2026-08-16T23:05:36.762283+00:00,huawei,af-south-1,object,balanced,3,64,elbencho,64k,20,60,900,458.0,207.0,665.0,7335.0,3317.0,10652.0,13.635,,27.676,,60.4,results-sweep/raw/huawei-object-balanced-c64-r3.elbencho.csv,e71bc2a5263e58c0f55943a43554d513d4bab943df6d36dbdb34226b810317d9
huawei-block-largeobj-c16-r1,2026-08-16T23:12:41.380300+00:00,huawei,af-south-1,block,largeobj,1,16,elbencho,16m,40,60,900,346.0,,346.0,21.0,,21.0,730.632,,2097.152,,87.4,results-sweep/raw/huawei-block-largeobj-c16-r1.elbencho.csv,a02fe3112677cd44f57f09e6f18bbcb409ad8ee6327985285ba27ba1ca6329f6
huawei-file-largeobj-c01-r1,2026-08-16T23:26:59.018112+00:00,huawei,af-south-1,file,largeobj,1,1,elbencho,16m,40,60,900,187.0,,187.0,11.0,,11.0,85.416,,741.455,,8.2,results-sweep/raw/huawei-file-largeobj-c01-r1.elbencho.csv,a0c0392a2c058f067f0279feceb4a60d5d8c93f8068f1d292aa60ce2f8736766
huawei-block-balanced-c04-r2,2026-08-16T23:34:31.688690+00:00,huawei,af-south-1,block,balanced,2,4,elbencho,64k,20,60,900,342.0,100.0,442.0,5482.0,1606.0,7088.0,1.608,,4.306,,46.0,results-sweep/raw/huawei-block-balanced-c04-r2.elbencho.csv,513331f761b8ba6c45a953ff1cdf63b05f3e70be3c49398fbd019febb2db8a61
