Linux 5.15.0-186-generic (iZl4v9npj0k1gf7mzt23hcZ) 	08/20/2026 	_x86_64_	(4 CPU)

03:49:24 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
03:50:03 PM  all    0.00    0.00    0.75   85.25    0.00    0.25    0.00    0.00    0.00   13.75
03:50:04 PM  all    0.00    0.00    0.25   74.94    0.00    0.00    0.00    0.00    0.00   24.81
03:50:05 PM  all    0.00    0.00    0.00   58.08    0.00    0.00    0.00    0.00    0.00   41.92
03:50:06 PM  all    0.00    0.00    0.75   78.80    0.00    0.25    0.00    0.00    0.00   20.20
03:50:07 PM  all    0.25    0.00    0.75   76.81    0.00    0.25    0.00    0.00    0.00   21.95
03:50:08 PM  all    0.75    0.00    0.00   63.66    0.00    0.00    0.00    0.00    0.00   35.59
03:50:09 PM  all    0.25    0.00    0.25   57.39    0.00    0.25    0.00    0.00    0.00   41.85
03:50:10 PM  all    0.00    0.00    0.00   70.03    0.00    0.00    0.00    0.00    0.00   29.97
03:50:11 PM  all    0.00    0.00    0.25   71.21    0.00    0.00    0.00    0.00    0.00   28.54
03:50:12 PM  all    0.00    0.00    0.00   72.91    0.00    0.00    0.00    0.00    0.00   27.09
03:50:13 PM  all    0.49    0.00    1.23   60.59    0.00    0.25    0.00    0.00    0.00   37.44
03:50:14 PM  all    0.50    0.00    0.75   64.34    0.00    0.50    0.00    0.00    0.00   33.92
03:50:15 PM  all    0.00    0.00    1.25   85.79    0.00    0.00    0.00    0.00    0.00   12.97
03:50:16 PM  all    0.00    0.00    0.00   71.97    0.00    0.25    0.00    0.00    0.00   27.78
03:50:17 PM  all    0.00    0.00    0.25   89.47    0.00    0.00    0.00    0.00    0.00   10.28
03:50:18 PM  all    0.25    0.00    0.50   89.97    0.00    0.25    0.00    0.00    0.00    9.02
03:50:19 PM  all    0.25    0.00    0.50   88.97    0.00    0.25    0.00    0.00    0.00   10.03
03:50:20 PM  all    0.25    0.00    1.24   85.07    0.00    0.00    0.00    0.00    0.00   13.43
03:50:21 PM  all    0.00    0.00    0.75   68.42    0.00    0.25    0.00    0.00    0.00   30.58
03:50:22 PM  all    0.25    0.00    0.75   69.83    0.00    0.25    0.00    0.00    0.00   28.93
03:50:23 PM  all    0.00    0.00    0.50   68.09    0.00    0.00    0.00    0.00    0.00   31.41
03:50:24 PM  all    0.25    0.00    0.25   67.00    0.00    0.25    0.00    0.00    0.00   32.24
03:50:25 PM  all    0.00    0.00    0.00   13.35    0.00    0.00    0.00    0.00    0.00   86.65
03:50:26 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:50:27 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:50:28 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:50:29 PM  all    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
03:50:30 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:50:31 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:50:32 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:50:33 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
03:50:34 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
