Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

10:18:27 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:19:05 PM  all   28.97    0.00    8.97    0.00    0.00   51.79    0.00    0.00    0.00   10.26
10:19:06 PM  all   29.66    0.00    8.14    0.00    0.00   48.82    0.00    0.00    0.00   13.39
10:19:07 PM  all   28.61    0.00    8.56    0.00    0.00   44.12    0.00    0.00    0.00   18.72
10:19:08 PM  all   28.73    0.00    8.40    0.00    0.00   30.35    0.00    0.00    0.00   32.52
10:19:09 PM  all   28.34    0.00    7.90    0.00    0.00   32.97    0.00    0.00    0.00   30.79
10:19:10 PM  all   18.31    0.00    4.64    0.00    0.00    9.02    0.00    0.00    0.00   68.03
10:19:11 PM  all    4.40    0.00    1.81    0.00    0.00    0.52    0.00    0.00    0.00   93.26
10:19:12 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:19:13 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:19:14 PM  all    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.75
10:19:15 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:19:16 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:19:17 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:19:18 PM  all    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.75
10:19:19 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:19:20 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
