Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

11:39:59 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:40:25 PM  all   29.79    0.00    8.03    0.26    0.00   42.75    0.00    0.00    0.00   19.17
11:40:26 PM  all   30.10    0.00    8.12    0.00    0.00   41.36    0.00    0.00    0.00   20.42
11:40:27 PM  all   32.28    0.00    7.09    0.00    0.00   44.09    0.00    0.00    0.00   16.54
11:40:28 PM  all   28.24    0.00    8.55    0.00    0.00   33.42    0.00    0.00    0.00   29.79
11:40:29 PM  all   30.73    0.00    8.07    0.00    0.00   30.99    0.00    0.00    0.00   30.21
11:40:30 PM  all   29.37    0.00    9.26    0.00    0.00   32.54    0.00    0.00    0.00   28.84
11:40:31 PM  all   27.39    0.00    7.45    0.00    0.00   29.52    0.00    0.00    0.00   35.64
11:40:32 PM  all   26.27    0.00   10.19    0.00    0.00   28.42    0.00    0.00    0.00   35.12
11:40:33 PM  all   24.53    0.00    8.80    0.00    0.00   32.27    0.00    0.00    0.00   34.40
11:40:34 PM  all   23.34    0.00    7.16    0.00    0.00   28.12    0.00    0.00    0.00   41.38
11:40:35 PM  all   28.69    0.00    8.04    0.00    0.00   28.15    0.00    0.00    0.00   35.12
11:40:36 PM  all   25.26    0.00   10.26    0.00    0.00   30.79    0.00    0.00    0.00   33.68
11:40:37 PM  all   27.93    0.00    8.38    0.00    0.00   26.26    0.00    0.00    0.00   37.43
11:40:38 PM  all   27.01    0.00    8.56    0.00    0.00   24.60    0.00    0.00    0.00   39.84
11:40:39 PM  all   26.46    0.00    7.67    0.00    0.00   29.89    0.00    0.00    0.00   35.98
11:40:40 PM  all   28.18    0.00    8.01    0.00    0.00   30.94    0.00    0.00    0.00   32.87
11:40:41 PM  all   27.93    0.00    6.12    0.00    0.00   26.06    0.00    0.00    0.00   39.89
11:40:42 PM  all   22.43    0.00    8.38    0.00    0.00   21.35    0.00    0.00    0.00   47.84
11:40:43 PM  all    5.03    0.00    2.01    0.00    0.00    3.52    0.00    0.00    0.00   89.45
11:40:44 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:45 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:46 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:47 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:48 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:49 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:50 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:51 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:40:52 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
