Linux 5.15.0-173-generic (csb-bench-host-huawei) 	08/16/2026 	_x86_64_	(4 CPU)

11:54:34 PM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
11:55:10 PM  all   29.06    0.00    9.16    0.00    0.00   30.10    0.00    0.00    0.00   31.68
11:55:11 PM  all   27.30    0.00    7.87    0.00    0.00   27.03    0.00    0.00    0.00   37.80
11:55:12 PM  all   24.87    0.00    8.99    0.00    0.00   27.51    0.00    0.00    0.00   38.62
11:55:13 PM  all   26.98    0.00    8.99    0.00    0.00   27.25    0.00    0.00    0.00   36.77
11:55:14 PM  all   24.47    0.00    7.45    0.27    0.00   28.46    0.00    0.00    0.00   39.36
11:55:15 PM  all   22.99    0.00   10.16    0.00    0.00   24.60    0.00    0.00    0.00   42.25
11:55:16 PM  all   22.93    0.00    8.53    0.27    0.00   21.07    0.00    0.00    0.00   47.20
11:55:17 PM  all   18.60    0.00    6.74    0.00    0.00   18.87    0.00    0.00    0.00   55.80
11:55:18 PM  all    4.20    0.00    2.62    0.00    0.00    2.36    0.00    0.00    0.00   90.81
11:55:19 PM  all    3.16    0.00    1.05    0.00    0.00    1.32    0.00    0.00    0.00   94.47
11:55:20 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:55:21 PM  all    0.00    0.00    0.00    0.25    0.00    0.00    0.00    0.00    0.00   99.75
11:55:22 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:55:23 PM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.50
11:55:24 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:55:25 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:55:26 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
11:55:27 PM  all    0.25    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   99.50
11:55:28 PM  all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
