Linux 6.8.0-1061-aws (ip-10-42-1-92) 	08/02/26 	_x86_64_	(4 CPU)

16:28:55     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
16:29:35     all   73.38    0.00    9.45    0.00    0.00   16.92    0.00    0.00    0.00    0.25
16:29:37     all   73.76    0.00    9.16    0.00    0.00   17.08    0.00    0.00    0.00    0.00
16:29:38     all   71.86    0.00    9.30    0.00    0.00   18.84    0.00    0.00    0.00    0.00
16:29:39     all   73.75    0.00    9.50    0.00    0.00   16.50    0.00    0.00    0.00    0.25
16:29:40     all   71.89    0.00   10.20    0.00    0.00   17.91    0.00    0.00    0.00    0.00
16:29:41     all   71.50    0.00   10.25    0.00    0.00   18.25    0.00    0.00    0.00    0.00
16:29:42     all   68.34    0.00    9.05    0.00    0.00   17.84    0.00    0.00    0.00    4.77
16:29:43     all   35.61    0.00    5.81    0.00    0.00   10.10    0.00    0.00    0.00   48.48
16:29:44     all   24.37    0.00    4.06    0.00    0.00    6.60    0.00    0.00    0.00   64.97
16:29:45     all   17.90    0.00    4.09    0.00    0.00    5.37    0.00    0.00    0.00   72.63
16:29:46     all    4.34    0.00    1.02    0.00    0.00    0.26    0.00    0.00    0.00   94.39
16:29:47     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:48     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:49     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:50     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:51     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:52     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:53     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:54     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
16:29:55     all    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
