run_id,timestamp_utc,provider,region,paradigm,workload,rep,concurrency,tool,block_size,dataset_size_gb,warmup_s,duration_s,read_throughput_mbps,write_throughput_mbps,total_throughput_mbps,read_iops,write_iops,total_iops,lat_mean_ms,lat_p95_ms,lat_p99_ms,metadata_ops_per_s,cpu_util_pct,raw_artifact_path,raw_sha256,capacity_cost_usd_per_basis,egress_cost_usd_per_basis,total_cost_usd_per_basis,cost_basis_gb
azure-object-largeobj-c16-r2,2026-08-03T23:36:51.891141+00:00,azure,southafricanorth,object,largeobj,2,16,azure_blob_sdk,16m,40,60,900,,,,,,,,,,,,,,2.1194,,2.1194,100.0
azure-object-balanced-c16-r2,2026-08-03T23:39:29.029332+00:00,azure,southafricanorth,object,balanced,2,16,azure_blob_sdk,64k,20,60,900,,,,,,,,,,,,,,2.1194,,2.1194,100.0
azure-object-write-c16-r3,2026-08-03T23:41:52.018456+00:00,azure,southafricanorth,object,write,3,16,azure_blob_sdk,64k,20,60,900,,,,,,,,,,,,,,2.1194,,2.1194,100.0
azure-object-largeobj-c16-r1,2026-08-03T23:44:18.931566+00:00,azure,southafricanorth,object,largeobj,1,16,azure_blob_sdk,16m,40,60,900,,,,,,,,,,,,,,2.1194,,2.1194,100.0
azure-block-read-c16-r3,2026-08-04T00:06:50.224547+00:00,azure,southafricanorth,block,read,3,16,elbencho,64k,20,60,900,38.0,,38.0,611.0,,611.0,26.118,,65.536,,98.2,results/raw/azure-block-read-c16-r3.elbencho.csv,6c01fd387a6ac3a0faf67aec87ccc4ab4e814e2d5c52eaabca51a0baa40ac8f1,12.0,,12.0,100.0
azure-file-largeobj-c16-r1,2026-08-04T00:16:41.288937+00:00,azure,southafricanorth,file,largeobj,1,16,elbencho,16m,40,60,900,296.0,,296.0,18.0,,18.0,852.936,,1482.91,,13.5,results/raw/azure-file-largeobj-c16-r1.elbencho.csv,96f503b0d81fedd4e14260840b99bfbd4fb583b48749049cc21b831bed75ea60,8.3903,,8.3903,100.0
azure-block-write-c16-r3,2026-08-04T00:31:45.849309+00:00,azure,southafricanorth,block,write,3,16,elbencho,64k,20,60,900,,29.0,29.0,,473.0,473.0,33.07,,77.936,,31.5,results/raw/azure-block-write-c16-r3.elbencho.csv,cc9a7ec70d1ba82631081319c79d751286893d007243b693d2651e7b082f3769,12.0,,12.0,100.0
azure-object-write-c16-r2,2026-08-04T00:34:25.230580+00:00,azure,southafricanorth,object,write,2,16,azure_blob_sdk,64k,20,60,900,,,,,,,,,,,,,,2.1194,,2.1194,100.0
azure-block-balanced-c16-r1,2026-08-04T00:57:37.138838+00:00,azure,southafricanorth,block,balanced,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,12.0,,12.0,100.0
azure-block-balanced-c16-r3,2026-08-04T01:20:54.228486+00:00,azure,southafricanorth,block,balanced,3,16,elbencho,64k,20,60,900,38.0,31.0,69.0,612.0,499.0,1111.0,28.88,,65.536,,50.6,results/raw/azure-block-balanced-c16-r3.elbencho.csv,40d9d7f89f7e26532e850f925a99ce989ea00a78cfbc848d673c99f393c94dc0,12.0,,12.0,100.0
azure-block-largeobj-c16-r3,2026-08-04T01:35:43.935750+00:00,azure,southafricanorth,block,largeobj,3,16,elbencho,16m,40,60,900,123.0,,123.0,7.0,,7.0,2062.238,,2965.821,,97.3,results/raw/azure-block-largeobj-c16-r3.elbencho.csv,caaf3810b32fb68c593ea33af4843668b7375ce6fad9478e81e4a997c2e6263d,12.0,,12.0,100.0
azure-file-read-c16-r1,2026-08-04T01:42:41.610300+00:00,azure,southafricanorth,file,read,1,16,elbencho,64k,20,60,900,253.0,,253.0,4049.0,,4049.0,3.962,,9.742,,18.2,results/raw/azure-file-read-c16-r1.elbencho.csv,544023c551d33bda17089c2bb5823ecfe8e18138d57cf2366c04e48603687a31,8.3903,,8.3903,100.0
azure-file-read-c16-r3,2026-08-04T01:51:05.767962+00:00,azure,southafricanorth,file,read,3,16,elbencho,64k,20,60,900,191.0,,191.0,3060.0,,3060.0,5.227,,11.585,,15.6,results/raw/azure-file-read-c16-r3.elbencho.csv,d534c301b936b646f13f3b40ff66263f41f684f736adf744f43d68bf9a665b5d,8.3903,,8.3903,100.0
azure-block-read-c16-r2,2026-08-04T02:16:05.653531+00:00,azure,southafricanorth,block,read,2,16,elbencho,64k,20,60,900,38.0,,38.0,611.0,,611.0,26.107,,65.536,,98.2,results/raw/azure-block-read-c16-r2.elbencho.csv,49cb2dae588de76966ae538a6a63bc475bec74efd510e2b539a4638d230f0301,12.0,,12.0,100.0
azure-block-balanced-c16-r2,2026-08-04T02:39:21.759143+00:00,azure,southafricanorth,block,balanced,2,16,elbencho,64k,20,60,900,38.0,31.0,69.0,612.0,498.0,1110.0,28.744,,71.736,,50.8,results/raw/azure-block-balanced-c16-r2.elbencho.csv,7f0e6278f142556bff1d7bf40d9deb3e4b8ff163ba5d8ca32f06ce8fa7fa6af6,12.0,,12.0,100.0
azure-object-metadata-c16-r2,2026-08-04T02:42:02.977084+00:00,azure,southafricanorth,object,metadata,2,16,azure_blob_sdk,4k,2,60,900,,,,,,,,,,,,,,2.1194,,2.1194,100.0
azure-object-balanced-c16-r1,2026-08-04T18:28:32.775127+00:00,azure,,object,balanced,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-read-c16-r3,2026-08-04T18:28:32.834446+00:00,azure,,object,read,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-write-c16-r1,2026-08-04T18:28:32.885074+00:00,azure,,object,write,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-largeobj-c16-r3,2026-08-04T18:28:32.943116+00:00,azure,,object,largeobj,3,16,,16m,40,,,,,,,,,,,,,,,,,,,
azure-file-metadata-c16-r1,2026-08-04T18:28:32.995013+00:00,azure,,file,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
azure-object-read-c16-r2,2026-08-04T18:28:33.072053+00:00,azure,,object,read,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-file-metadata-c16-r3,2026-08-04T18:28:33.120700+00:00,azure,,file,metadata,3,16,,4k,2,,,,,,,,,,,,,,,,,,,
azure-object-balanced-c16-r3,2026-08-04T18:28:33.169608+00:00,azure,,object,balanced,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-metadata-c16-r1,2026-08-04T18:28:33.222875+00:00,azure,,object,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
azure-file-metadata-c16-r2,2026-08-04T18:28:33.279085+00:00,azure,,file,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
azure-object-read-c16-r1,2026-08-04T18:28:33.344296+00:00,azure,,object,read,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-metadata-c16-r3,2026-08-04T18:28:33.404038+00:00,azure,,object,metadata,3,16,,4k,2,,,,,,,,,,,,,,,,,,,
azure-object-largeobj-c16-r2,2026-08-04T18:28:33.455023+00:00,azure,,object,largeobj,2,16,,16m,40,,,,,,,,,,,,,,,,,,,
azure-object-balanced-c16-r2,2026-08-04T18:28:33.507358+00:00,azure,,object,balanced,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-write-c16-r3,2026-08-04T18:28:33.566593+00:00,azure,,object,write,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-largeobj-c16-r1,2026-08-04T18:28:33.616574+00:00,azure,,object,largeobj,1,16,,16m,40,,,,,,,,,,,,,,,,,,,
azure-object-write-c16-r2,2026-08-04T18:28:33.682448+00:00,azure,,object,write,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-block-balanced-c16-r1,2026-08-04T18:28:33.738040+00:00,azure,,block,balanced,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
azure-object-metadata-c16-r2,2026-08-04T18:28:33.790209+00:00,azure,,object,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
azure-object-balanced-c16-r1,2026-08-04T18:51:06.035151+00:00,azure,southafricanorth,object,balanced,1,16,azure_blob_sdk,64k,20,60,900,,13.6,13.6,,207.5,207.5,24.178,41.096,108.387,,28.3,results/raw/azure-object-balanced-c16-r1.elbencho.csv,7e6543079676a27c2a9f53bb91c2e48d25ba47b70b18ebf00d0f44f761a00f74,2.1194,,2.1194,100.0
azure-object-read-c16-r3,2026-08-04T19:10:16.301330+00:00,azure,southafricanorth,object,read,3,16,azure_blob_sdk,64k,20,60,900,6.69,,6.69,102.1,,102.1,43.139,143.406,173.91,,41.2,results/raw/azure-object-read-c16-r3.elbencho.csv,cff7db74f4aa954e8b10e6ec4b874adeb35de2101428f483cb212914cc48965f,2.1194,,2.1194,100.0
azure-object-write-c16-r1,2026-08-04T19:29:26.317942+00:00,azure,southafricanorth,object,write,1,16,azure_blob_sdk,64k,20,60,900,,11.67,11.67,,178.0,178.0,26.633,44.464,117.999,,27.9,results/raw/azure-object-write-c16-r1.elbencho.csv,bab4f537889158f26d90ecec567dbbb254ef130910f361828bce1ea5ab9ffd54,2.1194,,2.1194,100.0
azure-object-largeobj-c16-r3,2026-08-04T19:48:36.834534+00:00,azure,southafricanorth,object,largeobj,3,16,azure_blob_sdk,16m,40,60,900,220.71,,220.71,13.2,,13.2,992.905,1117.651,1168.792,,61.4,results/raw/azure-object-largeobj-c16-r3.elbencho.csv,d66917bc08318af76631c802c50a1e5e08770363f2dc989fe5f5db8adf1af434,2.1194,,2.1194,100.0
azure-file-metadata-c16-r1,2026-08-04T20:12:43.309446+00:00,azure,southafricanorth,file,metadata,1,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,8.3903,,8.3903,100.0
azure-object-read-c16-r2,2026-08-04T20:31:50.793896+00:00,azure,southafricanorth,object,read,2,16,azure_blob_sdk,64k,20,60,900,7.36,,7.36,112.2,,112.2,39.868,121.155,163.726,,38.6,results/raw/azure-object-read-c16-r2.elbencho.csv,7c3cb8427dc7a1bb28d2c9d31e15548a14b28a8edf981566eb2170ac3212f7ab,2.1194,,2.1194,100.0
azure-file-metadata-c16-r3,2026-08-04T20:56:08.009401+00:00,azure,southafricanorth,file,metadata,3,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,8.3903,,8.3903,100.0
azure-object-balanced-c16-r3,2026-08-04T21:16:05.189991+00:00,azure,southafricanorth,object,balanced,3,16,azure_blob_sdk,64k,20,60,900,,13.25,13.25,,202.2,202.2,24.209,40.663,110.53,,27.9,results/raw/azure-object-balanced-c16-r3.elbencho.csv,53da1a560c980d0a8f11ca2fc755ce892ce93f93e45893727f257a99af8a02bd,2.1194,,2.1194,100.0
azure-object-metadata-c16-r1,2026-08-04T21:35:06.207318+00:00,azure,southafricanorth,object,metadata,1,16,azure_blob_sdk,4k,2,60,900,,,,,,,25.065,42.319,115.744,189.1,27.6,results/raw/azure-object-metadata-c16-r1.elbencho.csv,e03b8f5408995a860e51602f4771ca917fe33ec36d87b03b33622cce142c9661,2.1194,,2.1194,100.0
azure-file-metadata-c16-r2,2026-08-04T21:59:15.577452+00:00,azure,southafricanorth,file,metadata,2,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,8.3903,,8.3903,100.0
