run_id,timestamp_utc,provider,region,paradigm,workload,rep,concurrency,tool,block_size,dataset_size_gb,warmup_s,duration_s,read_throughput_mbps,write_throughput_mbps,total_throughput_mbps,read_iops,write_iops,total_iops,lat_mean_ms,lat_p95_ms,lat_p99_ms,metadata_ops_per_s,cpu_util_pct,raw_artifact_path,raw_sha256,capacity_cost_usd_per_basis,egress_cost_usd_per_basis,total_cost_usd_per_basis,cost_basis_gb
gcp-block-balanced-c16-r3,2026-08-03T20:04:10.426013+00:00,gcp,,block,balanced,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-largeobj-c16-r3,2026-08-03T20:04:14.943735+00:00,gcp,,block,largeobj,3,16,,16m,40,,,,,,,,,,,,,,,,,,,
gcp-file-read-c16-r1,2026-08-03T20:04:19.043165+00:00,gcp,,file,read,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-file-read-c16-r3,2026-08-03T20:04:23.636614+00:00,gcp,,file,read,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-read-c16-r2,2026-08-03T20:04:28.225309+00:00,gcp,,block,read,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-balanced-c16-r2,2026-08-03T20:04:32.751485+00:00,gcp,,block,balanced,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-metadata-c16-r2,2026-08-03T20:04:38.489392+00:00,gcp,,object,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-write-c16-r1,2026-08-03T20:35:46.960575+00:00,gcp,,file,write,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-file-balanced-c16-r1,2026-08-03T20:35:52.758754+00:00,gcp,,file,balanced,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-balanced-c16-r1,2026-08-03T20:36:16.253301+00:00,gcp,africa-south1,object,balanced,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-metadata-c16-r2,2026-08-03T20:36:22.012702+00:00,gcp,,block,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-balanced-c16-r3,2026-08-03T20:36:27.167334+00:00,gcp,,file,balanced,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-metadata-c16-r1,2026-08-03T20:36:32.768904+00:00,gcp,,block,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-largeobj-c16-r2,2026-08-03T20:36:38.959530+00:00,gcp,,file,largeobj,2,16,,16m,40,,,,,,,,,,,,,,,,,,,
gcp-object-read-c16-r3,2026-08-03T20:37:01.110691+00:00,gcp,africa-south1,object,read,3,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-largeobj-c16-r1,2026-08-03T20:37:04.468581+00:00,gcp,,block,largeobj,1,16,,16m,40,,,,,,,,,,,,,,,,,,,
gcp-block-write-c16-r1,2026-08-03T20:37:09.068380+00:00,gcp,,block,write,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-write-c16-r1,2026-08-03T20:37:32.726915+00:00,gcp,africa-south1,object,write,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-write-c16-r2,2026-08-03T20:37:37.474239+00:00,gcp,,block,write,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-largeobj-c16-r3,2026-08-03T20:37:59.478569+00:00,gcp,africa-south1,object,largeobj,3,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-file-metadata-c16-r1,2026-08-03T20:38:05.266999+00:00,gcp,,file,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-block-metadata-c16-r3,2026-08-03T20:38:35.430026+00:00,gcp,,block,metadata,3,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-object-read-c16-r2,2026-08-03T20:38:56.773956+00:00,gcp,africa-south1,object,read,2,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-file-metadata-c16-r3,2026-08-03T20:39:04.282588+00:00,gcp,,file,metadata,3,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-write-c16-r1,2026-08-03T20:48:57.862898+00:00,gcp,africa-south1,file,write,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,17.9012,,17.9012,100.0
gcp-file-balanced-c16-r1,2026-08-03T20:49:06.636633+00:00,gcp,,file,balanced,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-balanced-c16-r1,2026-08-03T20:49:27.937157+00:00,gcp,africa-south1,object,balanced,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-metadata-c16-r2,2026-08-03T20:49:46.569995+00:00,gcp,,block,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-write-c16-r1,2026-08-03T21:14:18.850563+00:00,gcp,africa-south1,file,write,1,16,elbencho,64k,20,60,900,,80.0,80.0,,1292.0,1292.0,12.372,,23.17,,6.2,results/raw/gcp-file-write-c16-r1.elbencho.csv,9dd90b16cb27356a669660809b155754e134e3fce69b3817014b4d0a8fba68ae,17.9012,,17.9012,100.0
gcp-file-balanced-c16-r1,2026-08-03T21:28:07.933576+00:00,gcp,africa-south1,file,balanced,1,16,elbencho,64k,20,60,900,634.0,77.0,711.0,10153.0,1239.0,11392.0,7.237,,19.777,,8.2,results/raw/gcp-file-balanced-c16-r1.elbencho.csv,3b58db9733a762329d077cdee1146bfbd3b695c816fd87371cb32e5970614545,17.9012,,17.9012,100.0
gcp-object-balanced-c16-r1,2026-08-03T21:28:32.386764+00:00,gcp,africa-south1,object,balanced,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-metadata-c16-r2,2026-08-03T21:28:53.041365+00:00,gcp,,block,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-object-balanced-c16-r1,2026-08-03T22:50:28.927522+00:00,gcp,africa-south1,object,balanced,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-metadata-c16-r2,2026-08-03T22:50:51.399466+00:00,gcp,,block,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-balanced-c16-r3,2026-08-03T22:51:01.749252+00:00,gcp,,file,balanced,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-metadata-c16-r1,2026-08-03T22:51:24.246127+00:00,gcp,,block,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-largeobj-c16-r2,2026-08-03T22:51:35.626641+00:00,gcp,,file,largeobj,2,16,,16m,40,,,,,,,,,,,,,,,,,,,
gcp-object-balanced-c16-r1,2026-08-04T00:09:34.786896+00:00,gcp,africa-south1,object,balanced,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-metadata-c16-r2,2026-08-04T00:10:03.766839+00:00,gcp,,block,metadata,2,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-balanced-c16-r3,2026-08-04T00:24:00.498330+00:00,gcp,africa-south1,file,balanced,3,16,elbencho,64k,20,60,900,670.0,76.0,746.0,10730.0,1231.0,11961.0,7.232,,19.777,,8.0,results/raw/gcp-file-balanced-c16-r3.elbencho.csv,9b85c63018dc2333fa923bf55f0bdfda424a4f5b4716337a35710a84ff509ad9,17.9012,,17.9012,100.0
gcp-block-metadata-c16-r1,2026-08-04T00:24:20.480488+00:00,gcp,,block,metadata,1,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-file-largeobj-c16-r2,2026-08-04T00:42:03.751378+00:00,gcp,africa-south1,file,largeobj,2,16,elbencho,16m,40,60,900,181.0,,181.0,11.0,,11.0,1203.45,,4987.896,,3.4,results/raw/gcp-file-largeobj-c16-r2.elbencho.csv,66ade9908a809c61ee850ce278c0ab1d4d055c219f7e75b56c48509dc5540e26,17.9012,,17.9012,100.0
gcp-object-read-c16-r3,2026-08-04T01:59:54.570733+00:00,gcp,africa-south1,object,read,3,16,elbencho,64k,20,60,900,31.0,,31.0,506.0,,506.0,31.631,,65.536,,10.0,results/raw/gcp-object-read-c16-r3.elbencho.csv,530ddcf389406e6dfa63f2b2b666597a47fbf856c38fd4491f5eb245389a5082,2.0006,,2.0006,100.0
gcp-block-largeobj-c16-r1,2026-08-04T02:00:13.892542+00:00,gcp,,block,largeobj,1,16,,16m,40,,,,,,,,,,,,,,,,,,,
gcp-block-write-c16-r1,2026-08-04T02:00:31.852903+00:00,gcp,,block,write,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-write-c16-r1,2026-08-04T03:08:27.798739+00:00,gcp,africa-south1,object,write,1,16,elbencho,64k,20,60,900,,26.0,26.0,,426.0,426.0,37.491,,55.109,,7.9,results/raw/gcp-object-write-c16-r1.elbencho.csv,97458550813942f18ad694aba28c25fe28ac26cccac7d704798f7ab70114aa40,2.0006,,2.0006,100.0
gcp-block-write-c16-r2,2026-08-04T03:08:50.703387+00:00,gcp,,block,write,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-largeobj-c16-r3,2026-08-04T03:10:09.080014+00:00,gcp,africa-south1,object,largeobj,3,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-file-metadata-c16-r1,2026-08-04T03:29:59.568698+00:00,gcp,africa-south1,file,metadata,1,16,elbencho,4k,2,60,900,,,,,,,2.203,,39.275,7251.4,15.2,results/raw/gcp-file-metadata-c16-r1.elbencho.csv,91b40be3760054fd5834b63f4db1a82cfc525cbdffc01f3ea6aa1e021eba94ae,17.9012,,17.9012,100.0
gcp-block-metadata-c16-r3,2026-08-04T03:30:20.322953+00:00,gcp,,block,metadata,3,16,,4k,2,,,,,,,,,,,,,,,,,,,
gcp-object-read-c16-r2,2026-08-04T04:49:10.150046+00:00,gcp,africa-south1,object,read,2,16,elbencho,64k,20,60,900,30.0,,30.0,481.0,,481.0,33.209,,65.536,,9.8,results/raw/gcp-object-read-c16-r2.elbencho.csv,03be81dd3239db2c5d58bf011975d18cc3b3f2b97b025f6ffe50f32772e8dd4b,2.0006,,2.0006,100.0
gcp-file-metadata-c16-r3,2026-08-04T05:09:40.180695+00:00,gcp,africa-south1,file,metadata,3,16,elbencho,4k,2,60,900,,,,,,,2.36,,33.77,6770.0,14.2,results/raw/gcp-file-metadata-c16-r3.elbencho.csv,09ef047352cadc7032a9aa0542efe530e3afa5fe5cb34646db0c7f48ed822e3e,17.9012,,17.9012,100.0
gcp-object-balanced-c16-r3,2026-08-04T06:23:15.157471+00:00,gcp,africa-south1,object,balanced,3,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-object-metadata-c16-r1,2026-08-04T08:24:28.666848+00:00,gcp,africa-south1,object,metadata,1,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-file-largeobj-c16-r3,2026-08-04T08:41:47.724687+00:00,gcp,africa-south1,file,largeobj,3,16,elbencho,16m,40,60,900,201.0,,201.0,12.0,,12.0,1169.903,,4987.896,,3.5,results/raw/gcp-file-largeobj-c16-r3.elbencho.csv,26774a19d94a210b6dc7901b040c94c1d1ef719e667eb5eb132df5b3938f9a6d,17.9012,,17.9012,100.0
gcp-block-largeobj-c16-r2,2026-08-04T08:42:17.682970+00:00,gcp,,block,largeobj,2,16,,16m,40,,,,,,,,,,,,,,,,,,,
gcp-file-metadata-c16-r2,2026-08-04T09:02:03.178435+00:00,gcp,africa-south1,file,metadata,2,16,elbencho,4k,2,60,900,,,,,,,2.246,,33.551,7112.1,15.1,results/raw/gcp-file-metadata-c16-r2.elbencho.csv,e32ce27820661e3ae6c70fb6e67423b8894bab2c6cc9ca041cde98c70f99497a,17.9012,,17.9012,100.0
gcp-file-write-c16-r3,2026-08-04T09:15:11.911139+00:00,gcp,africa-south1,file,write,3,16,elbencho,64k,20,60,900,,78.0,78.0,,1259.0,1259.0,12.691,,23.17,,4.6,results/raw/gcp-file-write-c16-r3.elbencho.csv,1c4a2cb107006d9b03dfde7d33415263b4aba88d9bdc5d561166b150b70fb917,17.9012,,17.9012,100.0
gcp-file-balanced-c16-r2,2026-08-04T09:28:54.653785+00:00,gcp,africa-south1,file,balanced,2,16,elbencho,64k,20,60,900,625.0,76.0,701.0,10011.0,1227.0,11238.0,7.308,,19.777,,7.6,results/raw/gcp-file-balanced-c16-r2.elbencho.csv,19f3855525ab06143b5c88a4a2b514879299c4a90cfd79c2233e652ae02e1508,17.9012,,17.9012,100.0
gcp-object-read-c16-r1,2026-08-04T10:49:06.710263+00:00,gcp,africa-south1,object,read,1,16,elbencho,64k,20,60,900,29.0,,29.0,478.0,,478.0,33.464,,65.536,,9.4,results/raw/gcp-object-read-c16-r1.elbencho.csv,16e90383fc3ec561b821efaed0e7868dc7d093771859f691202d46f4f20dc5e6,2.0006,,2.0006,100.0
gcp-object-metadata-c16-r3,2026-08-04T12:51:00.088060+00:00,gcp,africa-south1,object,metadata,3,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-read-c16-r1,2026-08-04T12:51:21.877188+00:00,gcp,,block,read,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-file-write-c16-r2,2026-08-04T13:04:12.503974+00:00,gcp,africa-south1,file,write,2,16,elbencho,64k,20,60,900,,77.0,77.0,,1242.0,1242.0,12.854,,23.17,,5.5,results/raw/gcp-file-write-c16-r2.elbencho.csv,d269016d5287756afa824a27255eceafefee11c7910bb00ff9d7ec10265271a0,17.9012,,17.9012,100.0
gcp-file-read-c16-r2,2026-08-04T13:15:53.745683+00:00,gcp,africa-south1,file,read,2,16,elbencho,64k,20,60,900,662.0,,662.0,10592.0,,10592.0,1.486,,16.384,,23.2,results/raw/gcp-file-read-c16-r2.elbencho.csv,7bda579fda8ff4da57934f8e3a6e92524893495feca8fe2d8f35199908520118,17.9012,,17.9012,100.0
gcp-object-largeobj-c16-r2,2026-08-04T13:17:11.975719+00:00,gcp,africa-south1,object,largeobj,2,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-object-balanced-c16-r2,2026-08-04T14:31:49.960644+00:00,gcp,africa-south1,object,balanced,2,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-object-write-c16-r3,2026-08-04T15:39:47.481718+00:00,gcp,africa-south1,object,write,3,16,elbencho,64k,20,60,900,,26.0,26.0,,418.0,418.0,38.205,,55.109,,7.7,results/raw/gcp-object-write-c16-r3.elbencho.csv,8607d56ea5cb52d0a1cab5ab9d31bf8fddb5fd07ce419e235b430d11161994f0,2.0006,,2.0006,100.0
gcp-object-largeobj-c16-r1,2026-08-04T15:41:04.201133+00:00,gcp,africa-south1,object,largeobj,1,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-read-c16-r3,2026-08-04T15:41:36.125563+00:00,gcp,,block,read,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-file-largeobj-c16-r1,2026-08-04T15:58:32.788580+00:00,gcp,africa-south1,file,largeobj,1,16,elbencho,16m,40,60,900,163.0,,163.0,10.0,,10.0,1172.245,,4987.896,,3.5,results/raw/gcp-file-largeobj-c16-r1.elbencho.csv,42f08e2e63764d2929a49425e88ab414d1c8e2239e13c26c190db3939feacc9c,17.9012,,17.9012,100.0
gcp-block-write-c16-r3,2026-08-04T15:58:51.958184+00:00,gcp,,block,write,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-write-c16-r2,2026-08-04T17:07:29.224511+00:00,gcp,africa-south1,object,write,2,16,elbencho,64k,20,60,900,,26.0,26.0,,421.0,421.0,37.886,,65.536,,7.7,results/raw/gcp-object-write-c16-r2.elbencho.csv,9d08c1707d7bd7ae5f557ae3949775b266433cc8717d0b2452dd9654fb2ce47f,2.0006,,2.0006,100.0
gcp-block-balanced-c16-r1,2026-08-04T17:07:51.151157+00:00,gcp,,block,balanced,1,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-balanced-c16-r3,2026-08-04T17:08:09.086627+00:00,gcp,,block,balanced,3,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-largeobj-c16-r3,2026-08-04T17:08:27.211189+00:00,gcp,,block,largeobj,3,16,,16m,40,,,,,,,,,,,,,,,,,,,
gcp-file-read-c16-r1,2026-08-04T17:20:14.525643+00:00,gcp,africa-south1,file,read,1,16,elbencho,64k,20,60,900,720.0,,720.0,11525.0,,11525.0,1.391,,16.384,,24.7,results/raw/gcp-file-read-c16-r1.elbencho.csv,df0a210971528342ba30e59673121eb0f779f9d13a716d3dd5fca0481dd695de,17.9012,,17.9012,100.0
gcp-file-read-c16-r3,2026-08-04T17:31:55.604533+00:00,gcp,africa-south1,file,read,3,16,elbencho,64k,20,60,900,768.0,,768.0,12300.0,,12300.0,1.321,,13.777,,24.7,results/raw/gcp-file-read-c16-r3.elbencho.csv,626dfe50feced2867f79a8a0e6bd9e513ceafe5ecaa12d99dc2046ba4c8ebac8,17.9012,,17.9012,100.0
gcp-block-read-c16-r2,2026-08-04T17:32:17.934701+00:00,gcp,,block,read,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-block-balanced-c16-r2,2026-08-04T17:32:39.542876+00:00,gcp,,block,balanced,2,16,,64k,20,,,,,,,,,,,,,,,,,,,
gcp-object-balanced-c16-r1,2026-08-04T20:31:42.003137+00:00,gcp,africa-south1,object,balanced,1,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-metadata-c16-r2,2026-08-04T20:33:46.942509+00:00,gcp,africa-south1,block,metadata,2,16,elbencho,4k,2,60,900,,,,,,,0.109,,28.222,136109.8,72.2,results/raw/gcp-block-metadata-c16-r2.elbencho.csv,a037465b4b5d9742ce1a40ae5328ef5d55c11415016dae96aaaa3b2e9a657ec3,18.6546,,18.6546,100.0
gcp-block-metadata-c16-r1,2026-08-04T20:35:52.924372+00:00,gcp,africa-south1,block,metadata,1,16,elbencho,4k,2,60,900,,,,,,,0.108,,28.222,139380.1,72.2,results/raw/gcp-block-metadata-c16-r1.elbencho.csv,0b24607d1c2e1b4ccb73bea3b9d1fa0dc2afdca552317df6cc5770b15648ef3f,18.6546,,18.6546,100.0
gcp-block-largeobj-c16-r1,2026-08-04T20:44:00.331967+00:00,gcp,africa-south1,block,largeobj,1,16,elbencho,16m,40,60,900,239.0,,239.0,14.0,,14.0,1062.909,,1246.974,,94.6,results/raw/gcp-block-largeobj-c16-r1.elbencho.csv,3820b6a241b949c18c4af1e1d222ce212a1e0ad420380e5dacb63833a403acee,18.6546,,18.6546,100.0
gcp-block-write-c16-r1,2026-08-04T20:49:01.124803+00:00,gcp,africa-south1,block,write,1,16,elbencho,64k,20,60,900,,136.0,136.0,,2186.0,2186.0,7.522,,19.484,,41.1,results/raw/gcp-block-write-c16-r1.elbencho.csv,ad285ecff7daf53c700d546aa75696d7951e5f3bb8f89933fe3f63c9d6490db7,18.6546,,18.6546,100.0
gcp-block-write-c16-r2,2026-08-04T20:54:05.957922+00:00,gcp,africa-south1,block,write,2,16,elbencho,64k,20,60,900,,138.0,138.0,,2209.0,2209.0,7.454,,19.484,,41.5,results/raw/gcp-block-write-c16-r2.elbencho.csv,a1beb32b11e91f86fb8453974fa85116764b980193662cf2ad936fbd7b481369,18.6546,,18.6546,100.0
gcp-object-largeobj-c16-r3,2026-08-04T20:55:22.177644+00:00,gcp,africa-south1,object,largeobj,3,16,elbencho,16m,40,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-metadata-c16-r3,2026-08-04T20:57:27.797358+00:00,gcp,africa-south1,block,metadata,3,16,elbencho,4k,2,60,900,,,,,,,0.108,,28.222,138711.5,73.6,results/raw/gcp-block-metadata-c16-r3.elbencho.csv,44e3550c9ce32712faa41ad6ebb72a1a91b597da087a8153cde52e4b4c660b91,18.6546,,18.6546,100.0
gcp-object-balanced-c16-r3,2026-08-04T22:11:03.656083+00:00,gcp,africa-south1,object,balanced,3,16,elbencho,64k,20,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-object-metadata-c16-r1,2026-08-05T00:09:42.614031+00:00,gcp,africa-south1,object,metadata,1,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-largeobj-c16-r2,2026-08-05T00:17:55.443743+00:00,gcp,africa-south1,block,largeobj,2,16,elbencho,16m,40,60,900,239.0,,239.0,14.0,,14.0,1063.732,,1246.974,,92.9,results/raw/gcp-block-largeobj-c16-r2.elbencho.csv,3becd1731fc67df7089129909e306167eec8b2ca0b60c7223153572ec18fbb1d,18.6546,,18.6546,100.0
gcp-object-metadata-c16-r3,2026-08-05T02:20:01.936464+00:00,gcp,africa-south1,object,metadata,3,16,elbencho,4k,2,60,900,,,,,,,,,,,,,,2.0006,,2.0006,100.0
gcp-block-read-c16-r1,2026-08-05T02:27:13.481085+00:00,gcp,africa-south1,block,read,1,16,elbencho,64k,20,60,900,240.0,,240.0,3842.0,,3842.0,4.16,,4.871,,89.7,results/raw/gcp-block-read-c16-r1.elbencho.csv,523cd3debece0fc2bf40c3b88bf6764bc437eab59c778ec8bde165fa09ae4eb9,18.6546,,18.6546,100.0
