run_id,concurrency,cpu_util_pct,dataset_gb_executed,elapsed_s,endpoint_internal,lat_avg_ms,lat_p99_ms,mib,op,paradigm,provider,rep,timelimit,tput_mib_s,workload,write_p99_ms,write_tput_mib_s
aws-file-balanced-c04-r1,4,53.0,20,163.6,,1.995,2.896,20480.0,READ,file,aws,1,False,125.2,balanced,2.435,125.2
aws-file-balanced-c04-r2,4,55.5,20,163.6,,1.996,2.435,20480.0,WRITE,file,aws,2,False,125.19,balanced,,
aws-file-balanced-c04-r2,4,55.5,20,163.6,,1.996,2.896,20480.0,READ,file,aws,2,False,125.2,balanced,2.435,125.19
aws-file-balanced-c04-r3,4,56.0,20,163.6,,1.995,2.435,20480.0,WRITE,file,aws,3,False,125.2,balanced,,
aws-file-balanced-c04-r3,4,56.0,20,163.6,,1.996,2.896,20480.0,READ,file,aws,3,False,125.19,balanced,2.435,125.2
aws-file-balanced-c16-r1,16,86.8,20,164.0,,7.921,11.585,20480.0,WRITE,file,aws,1,False,124.85,balanced,,
aws-file-balanced-c16-r1,16,86.8,20,163.1,,7.9,11.585,20480.0,READ,file,aws,1,False,125.54,balanced,11.585,124.85
aws-file-balanced-c16-r2,16,89.7,20,164.0,,7.921,11.585,20480.0,WRITE,file,aws,2,False,124.87,balanced,,
aws-file-balanced-c16-r2,16,89.7,20,163.2,,7.906,13.777,20480.0,READ,file,aws,2,False,125.52,balanced,11.585,124.87
aws-file-balanced-c16-r3,16,6.3,20,169.2,,8.215,16.384,20480.0,WRITE,file,aws,3,False,121.07,balanced,,
aws-file-balanced-c16-r3,16,6.3,20,66.8,,3.238,5.793,20480.0,READ,file,aws,3,False,306.48,balanced,16.384,121.07
aws-file-balanced-c64-r1,64,97.1,20,163.6,,31.896,77.936,20480.0,WRITE,file,aws,1,False,125.2,balanced,,
aws-file-balanced-c64-r1,64,97.1,20,163.6,,31.85,65.536,20480.0,READ,file,aws,1,False,125.2,balanced,77.936,125.2
aws-file-balanced-c64-r2,64,97.1,20,163.6,,31.886,65.536,20480.0,WRITE,file,aws,2,False,125.21,balanced,,
aws-file-balanced-c64-r2,64,97.1,20,163.6,,31.841,77.936,20480.0,READ,file,aws,2,False,125.19,balanced,65.536,125.21
aws-file-balanced-c64-r3,64,97.1,20,163.6,,31.884,65.536,20480.0,WRITE,file,aws,3,False,125.21,balanced,,
aws-file-balanced-c64-r3,64,97.1,20,163.6,,31.82,77.936,20480.0,READ,file,aws,3,False,125.2,balanced,65.536,125.21
aws-file-largeobj-c01-r1,1,24.6,40,327.2,,127.796,131.072,40960.0,READ,file,aws,1,False,125.2,largeobj,,
aws-file-largeobj-c01-r2,1,3.9,40,81.9,,31.983,32.768,40960.0,READ,file,aws,2,False,500.23,largeobj,,
aws-file-largeobj-c01-r3,1,24.6,40,327.2,,127.796,131.072,40960.0,READ,file,aws,3,False,125.2,largeobj,,
aws-file-largeobj-c04-r1,4,91.8,40,327.2,,494.032,741.455,40960.0,READ,file,aws,1,False,125.2,largeobj,,
aws-file-largeobj-c04-r2,4,1.6,40,81.9,,127.878,131.072,40960.0,READ,file,aws,2,False,500.17,largeobj,,
aws-file-largeobj-c04-r3,4,90.2,40,327.2,,504.566,741.455,40960.0,READ,file,aws,3,False,125.2,largeobj,,
aws-file-largeobj-c16-r1,16,96.9,40,327.1,,2023.06,3526.975,40960.0,READ,file,aws,1,False,125.21,largeobj,,
aws-file-largeobj-c16-r2,16,1.1,40,81.9,,510.169,524.288,40960.0,READ,file,aws,2,False,500.31,largeobj,,
aws-file-largeobj-c16-r3,16,1.1,40,81.9,,510.222,524.288,40960.0,READ,file,aws,3,False,500.25,largeobj,,
aws-file-largeobj-c64-r1,64,1.3,40,81.7,,2016.562,2097.152,40960.0,READ,file,aws,1,False,501.36,largeobj,,
aws-file-largeobj-c64-r2,64,97.0,40,327.0,,8025.354,11863.283,40960.0,READ,file,aws,2,False,125.27,largeobj,,
aws-file-largeobj-c64-r3,64,97.0,40,327.0,,8063.749,11863.283,40960.0,READ,file,aws,3,False,125.27,largeobj,,
aws-object-balanced-c01-r1,1,0.6,1.0,427.6,False,26.094,46.341,1024.0,WRITE,object,aws,1,False,2.39,balanced,,
aws-object-balanced-c01-r1,1,0.6,1.0,402.4,False,24.557,38.968,1024.0,READ,object,aws,1,False,2.54,balanced,46.341,2.39
aws-object-balanced-c01-r2,1,0.6,1.0,412.4,False,25.164,46.341,1024.0,WRITE,object,aws,2,False,2.48,balanced,,
aws-object-balanced-c01-r2,1,0.6,1.0,398.5,False,24.319,38.968,1024.0,READ,object,aws,2,False,2.57,balanced,46.341,2.48
aws-object-balanced-c01-r3,1,0.6,1.0,427.7,False,26.099,46.341,1024.0,WRITE,object,aws,3,False,2.39,balanced,,
aws-object-balanced-c01-r3,1,0.6,1.0,394.5,False,24.071,32.768,1024.0,READ,object,aws,3,False,2.6,balanced,46.341,2.39
aws-object-balanced-c04-r1,4,2.0,5.0,498.4,False,24.212,38.968,5120.0,WRITE,object,aws,1,False,10.27,balanced,,
aws-object-balanced-c04-r1,4,2.0,5.0,713.5,False,34.552,65.536,5120.0,READ,object,aws,1,False,7.18,balanced,38.968,10.27
aws-object-balanced-c04-r2,4,2.4,5.0,515.1,False,24.883,46.341,5120.0,WRITE,object,aws,2,False,9.94,balanced,,
aws-object-balanced-c04-r2,4,2.4,5.0,499.3,False,24.277,38.968,5120.0,READ,object,aws,2,False,10.25,balanced,46.341,9.94
aws-object-balanced-c04-r3,4,2.3,5.0,504.2,False,24.422,38.968,5120.0,WRITE,object,aws,3,False,10.15,balanced,,
aws-object-balanced-c04-r3,4,2.3,5.0,654.1,False,31.045,65.536,5120.0,READ,object,aws,3,False,7.83,balanced,38.968,10.15
aws-object-balanced-c16-r1,16,9.0,20.0,517.1,False,24.685,38.968,20480.0,WRITE,object,aws,1,False,39.6,balanced,,
aws-object-balanced-c16-r1,16,9.0,20.0,629.7,False,30.07,55.109,20480.0,READ,object,aws,1,False,32.52,balanced,38.968,39.6
aws-object-balanced-c16-r2,16,10.1,20.0,527.5,False,25.518,46.341,20480.0,WRITE,object,aws,2,False,38.82,balanced,,
aws-object-balanced-c16-r2,16,10.1,20.0,526.3,False,25.467,46.341,20480.0,READ,object,aws,2,False,38.92,balanced,46.341,38.82
aws-object-balanced-c16-r3,16,10.0,20.0,522.7,False,25.188,46.341,20480.0,WRITE,object,aws,3,False,39.18,balanced,,
aws-object-balanced-c16-r3,16,10.0,20.0,547.6,False,26.004,55.109,20480.0,READ,object,aws,3,False,37.4,balanced,46.341,39.18
aws-object-balanced-c64-r1,64,47.6,20.0,139.9,False,26.795,46.341,20480.0,WRITE,object,aws,1,False,146.43,balanced,,
aws-object-balanced-c64-r1,64,47.6,20.0,127.1,False,24.55,32.768,20480.0,READ,object,aws,1,False,161.14,balanced,46.341,146.43
aws-object-balanced-c64-r2,64,48.0,20.0,140.5,False,26.622,46.341,20480.0,WRITE,object,aws,2,False,145.75,balanced,,
aws-object-balanced-c64-r2,64,48.0,20.0,126.0,False,24.347,32.768,20480.0,READ,object,aws,2,False,162.6,balanced,46.341,145.75
aws-object-balanced-c64-r3,64,50.2,20.0,137.8,False,26.37,46.341,20480.0,WRITE,object,aws,3,False,148.6,balanced,,
aws-object-balanced-c64-r3,64,50.2,20.0,124.9,False,24.256,32.768,20480.0,READ,object,aws,3,False,164.02,balanced,46.341,148.6
aws-object-largeobj-c01-r1,1,5.0,40.0,436.8,False,170.636,185.364,40960.0,READ,object,aws,1,False,93.76,largeobj,,
aws-object-largeobj-c01-r2,1,4.3,2.0,21.8,False,170.367,185.364,2048.0,READ,object,aws,2,False,93.91,largeobj,,
aws-object-largeobj-c01-r3,1,4.8,40.0,437.6,False,170.926,185.364,40960.0,READ,object,aws,3,False,93.61,largeobj,,
aws-object-largeobj-c04-r1,4,28.5,40.0,109.5,False,171.1,185.364,40960.0,READ,object,aws,1,False,373.94,largeobj,,
aws-object-largeobj-c04-r2,4,28.9,40.0,109.3,False,170.708,185.364,40960.0,READ,object,aws,2,False,374.61,largeobj,,
aws-object-largeobj-c04-r3,4,29.9,40.0,109.3,False,170.815,185.364,40960.0,READ,object,aws,3,False,374.59,largeobj,,
aws-object-largeobj-c16-r1,16,80.8,40.0,43.6,False,265.179,370.728,40960.0,READ,object,aws,1,False,940.48,largeobj,,
aws-object-largeobj-c16-r2,16,80.9,40.0,45.3,False,275.547,370.728,40960.0,READ,object,aws,2,False,903.62,largeobj,,
aws-object-largeobj-c16-r3,16,79.6,40.0,50.4,False,291.817,440.872,40960.0,READ,object,aws,3,False,813.21,largeobj,,
aws-object-largeobj-c64-r1,64,80.6,40.0,41.6,False,977.156,1482.91,40960.0,READ,object,aws,1,False,985.33,largeobj,,
aws-object-largeobj-c64-r2,64,80.7,40.0,42.5,False,986.409,1763.488,40960.0,READ,object,aws,2,False,963.27,largeobj,,
aws-object-largeobj-c64-r3,64,81.0,40.0,41.7,False,978.684,1763.488,40960.0,READ,object,aws,3,False,982.65,largeobj,,
azure-block-balanced-c01-r1,1,22.2,1,36.0,,2.197,5.793,1024.0,WRITE,block,azure,1,True,28.42,balanced,,
azure-block-balanced-c01-r1,1,22.2,1,41.1,,2.506,4.871,1024.0,READ,block,azure,1,True,24.91,balanced,5.793,28.42
azure-block-balanced-c01-r2,1,22.2,1,34.8,,2.12,5.793,1024.0,WRITE,block,azure,2,True,29.45,balanced,,
azure-block-balanced-c01-r2,1,22.2,1,41.0,,2.501,5.793,1024.0,READ,block,azure,2,True,24.96,balanced,5.793,29.45
azure-block-balanced-c01-r3,1,22.3,1,34.7,,2.116,4.871,1024.0,WRITE,block,azure,3,True,29.51,balanced,,
azure-block-balanced-c01-r3,1,22.3,1,40.3,,2.457,5.793,1024.0,READ,block,azure,3,True,25.42,balanced,4.871,29.51
azure-block-balanced-c04-r1,4,76.5,5,153.6,,7.386,55.109,5120.0,WRITE,block,azure,1,True,33.33,balanced,,
azure-block-balanced-c04-r1,4,76.5,5,135.4,,6.588,46.341,5120.0,READ,block,azure,1,True,37.83,balanced,55.109,33.33
azure-block-balanced-c04-r2,4,74.0,5,154.9,,7.514,46.341,5120.0,WRITE,block,azure,2,True,33.04,balanced,,
azure-block-balanced-c04-r2,4,74.0,5,133.9,,6.523,55.109,5120.0,READ,block,azure,2,True,38.23,balanced,46.341,33.04
azure-block-balanced-c04-r3,4,55.0,20,608.0,,7.361,38.968,20480.0,WRITE,block,azure,3,False,33.68,balanced,,
azure-block-balanced-c04-r3,4,55.0,20,535.8,,6.525,46.341,20480.0,READ,block,azure,3,False,38.22,balanced,38.968,33.68
azure-block-balanced-c16-r1,16,55.1,20,612.1,,29.331,65.536,20480.0,WRITE,block,azure,1,False,33.46,balanced,,
azure-block-balanced-c16-r1,16,55.1,20,535.5,,26.11,65.536,20480.0,READ,block,azure,1,False,38.25,balanced,65.536,33.46
azure-block-balanced-c16-r2,16,51.1,20,657.2,,31.301,77.936,20480.0,WRITE,block,azure,2,False,31.16,balanced,,
azure-block-balanced-c16-r2,16,51.1,20,535.4,,26.108,65.536,20480.0,READ,block,azure,2,False,38.25,balanced,77.936,31.16
azure-block-balanced-c16-r3,16,32.6,20,600.1,,34.203,77.936,17344.0,WRITE,block,azure,3,True,28.9,balanced,,
azure-block-balanced-c64-r1,64,33.3,80,600.2,,137.058,311.744,17513.0,WRITE,block,azure,1,True,29.18,balanced,,
azure-block-balanced-c64-r2,64,32.4,80,600.2,,145.302,311.744,16519.0,WRITE,block,azure,2,True,27.52,balanced,,
azure-block-balanced-c64-r3,64,32.8,80,600.2,,141.96,311.744,16908.0,WRITE,block,azure,3,True,28.17,balanced,,
azure-block-largeobj-c01-r1,1,24.3,40,280.6,,109.613,185.364,40960.0,READ,block,azure,1,False,145.96,largeobj,,
azure-block-largeobj-c01-r2,1,24.3,40,280.6,,109.617,185.364,40960.0,READ,block,azure,2,False,145.96,largeobj,,
azure-block-largeobj-c01-r3,1,24.3,40,292.7,,114.341,220.436,40960.0,READ,block,azure,3,False,139.93,largeobj,,
azure-block-largeobj-c04-r1,4,95.3,40,289.8,,452.522,741.455,40960.0,READ,block,azure,1,False,141.35,largeobj,,
azure-block-largeobj-c04-r2,4,73.1,40,280.7,,438.345,524.288,40960.0,READ,block,azure,2,False,145.91,largeobj,,
azure-block-largeobj-c04-r3,4,55.1,40,280.7,,438.344,524.288,40960.0,READ,block,azure,3,False,145.91,largeobj,,
azure-block-largeobj-c16-r1,16,96.7,40,280.6,,1748.308,2097.152,40960.0,READ,block,azure,1,False,145.98,largeobj,,
azure-block-largeobj-c16-r2,16,96.7,40,281.7,,1755.291,2097.152,40960.0,READ,block,azure,2,False,145.41,largeobj,,
azure-block-largeobj-c16-r3,16,96.8,40,291.7,,1817.841,2965.821,40960.0,READ,block,azure,3,False,140.43,largeobj,,
azure-block-largeobj-c64-r1,64,96.7,40,317.7,,5977.631,47453.133,40960.0,READ,block,azure,1,False,128.92,largeobj,,
azure-block-largeobj-c64-r2,64,96.7,40,280.6,,5216.505,33554.432,40960.0,READ,block,azure,2,False,145.96,largeobj,,
azure-block-largeobj-c64-r3,64,95.1,40,280.6,,5351.636,47453.133,40960.0,READ,block,azure,3,False,145.96,largeobj,,
azure-file-balanced-c01-r1,1,1.3,1,84.5,,5.155,13.777,1024.0,WRITE,file,azure,1,True,12.12,balanced,,
azure-file-balanced-c01-r1,1,1.3,1,68.5,,4.178,11.585,1024.0,READ,file,azure,1,True,14.95,balanced,13.777,12.12
azure-file-balanced-c01-r2,1,1.4,1,81.9,,4.997,13.777,1024.0,WRITE,file,azure,2,True,12.5,balanced,,
azure-file-balanced-c01-r2,1,1.4,1,64.9,,3.959,11.585,1024.0,READ,file,azure,2,True,15.78,balanced,13.777,12.5
azure-file-balanced-c01-r3,1,1.6,1,59.4,,3.625,6.889,1024.0,WRITE,file,azure,3,True,17.23,balanced,,
azure-file-balanced-c01-r3,1,1.6,1,51.1,,3.118,5.793,1024.0,READ,file,azure,3,True,20.03,balanced,6.889,17.23
azure-file-balanced-c04-r1,4,4.0,20,405.3,,4.864,11.585,20480.0,WRITE,file,azure,1,False,50.53,balanced,,
azure-file-balanced-c04-r1,4,4.0,20,604.3,,7.365,19.484,20480.0,READ,file,azure,1,False,33.89,balanced,11.585,50.53
azure-file-balanced-c04-r2,4,4.2,20,372.5,,4.464,9.742,20480.0,WRITE,file,azure,2,False,54.98,balanced,,
azure-file-balanced-c04-r2,4,4.2,20,544.1,,6.6,13.777,20480.0,READ,file,azure,2,False,37.64,balanced,9.742,54.98
azure-file-balanced-c04-r3,4,4.0,20,393.0,,4.72,11.585,20480.0,WRITE,file,azure,3,False,52.11,balanced,,
azure-file-balanced-c04-r3,4,4.0,20,600.3,,7.279,19.484,20480.0,READ,file,azure,3,False,34.12,balanced,11.585,52.11
azure-file-balanced-c16-r1,16,14.7,20,94.8,,4.626,6.889,20480.0,WRITE,file,azure,1,False,215.94,balanced,,
azure-file-balanced-c16-r1,16,14.7,20,103.6,,5.051,8.192,20480.0,READ,file,azure,1,False,197.62,balanced,6.889,215.94
azure-file-balanced-c16-r2,16,14.2,20,94.5,,4.609,8.192,20480.0,WRITE,file,azure,2,False,216.66,balanced,,
azure-file-balanced-c16-r2,16,14.2,20,103.0,,5.017,8.192,20480.0,READ,file,azure,2,False,198.92,balanced,8.192,216.66
azure-file-balanced-c16-r3,16,14.5,20,96.7,,4.703,13.777,20480.0,WRITE,file,azure,3,False,211.86,balanced,,
azure-file-balanced-c16-r3,16,14.5,20,113.0,,5.494,13.777,20480.0,READ,file,azure,3,False,181.29,balanced,13.777,211.86
azure-file-balanced-c64-r1,64,16.3,20,94.5,,18.444,27.554,20480.0,WRITE,file,azure,1,False,216.76,balanced,,
azure-file-balanced-c64-r1,64,16.3,20,85.7,,16.716,23.17,20480.0,READ,file,azure,1,False,239.05,balanced,27.554,216.76
azure-file-balanced-c64-r2,64,15.0,20,111.5,,21.724,110.218,20480.0,WRITE,file,azure,2,False,183.71,balanced,,
azure-file-balanced-c64-r2,64,15.0,20,86.8,,16.903,38.968,20480.0,READ,file,azure,2,False,235.97,balanced,110.218,183.71
azure-file-balanced-c64-r3,64,15.9,20,94.9,,18.531,23.17,20480.0,WRITE,file,azure,3,False,215.72,balanced,,
azure-file-balanced-c64-r3,64,15.9,20,85.3,,16.631,27.554,20480.0,READ,file,azure,3,False,240.22,balanced,23.17,215.72
azure-file-largeobj-c01-r1,1,6.7,40,264.5,,103.323,185.364,40960.0,READ,file,azure,1,False,154.85,largeobj,,
azure-file-largeobj-c01-r2,1,6.2,40,270.9,,105.819,220.436,40960.0,READ,file,azure,2,False,151.2,largeobj,,
azure-file-largeobj-c01-r3,1,7.0,40,268.0,,104.667,185.364,40960.0,READ,file,azure,3,False,152.86,largeobj,,
azure-file-largeobj-c04-r1,4,8.4,40,173.0,,266.914,440.872,40960.0,READ,file,azure,1,False,236.79,largeobj,,
azure-file-largeobj-c04-r2,4,8.5,40,170.5,,263.283,440.872,40960.0,READ,file,azure,2,False,240.22,largeobj,,
azure-file-largeobj-c04-r3,4,8.4,40,175.8,,272.007,440.872,40960.0,READ,file,azure,3,False,233.05,largeobj,,
azure-file-largeobj-c16-r1,16,8.7,40,174.3,,1054.443,1763.488,40960.0,READ,file,azure,1,False,235.06,largeobj,,
azure-file-largeobj-c16-r2,16,8.4,40,183.8,,1100.762,2097.152,40960.0,READ,file,azure,2,False,222.8,largeobj,,
azure-file-largeobj-c16-r3,16,9.1,40,180.8,,1117.427,1763.488,40960.0,READ,file,azure,3,False,226.56,largeobj,,
azure-file-largeobj-c64-r1,64,30.5,40,300.8,,7436.93,11863.283,40960.0,READ,file,azure,1,False,136.18,largeobj,,
azure-file-largeobj-c64-r2,64,43.4,40,187.2,,4496.149,7053.95,40960.0,READ,file,azure,2,False,218.77,largeobj,,
azure-file-largeobj-c64-r3,64,21.0,40,447.1,,11039.635,19951.585,40960.0,READ,file,azure,3,False,91.61,largeobj,,
azure-object-balanced-c01-r1,1,10.7,,600.0,,9.204,17.22,4068.4,WRITE,object,azure,1,False,6.78,balanced,,
azure-object-balanced-c01-r1,1,10.7,,600.0,,7.339,14.237,5104.1,READ,object,azure,1,False,8.51,balanced,17.22,6.78
azure-object-balanced-c01-r2,1,13.0,,600.0,,7.561,11.321,4955.3,WRITE,object,azure,2,False,8.26,balanced,,
azure-object-balanced-c01-r2,1,13.0,,600.0,,6.276,8.526,5968.1,READ,object,azure,2,False,9.95,balanced,11.321,8.26
azure-object-balanced-c01-r3,1,10.1,,600.0,,9.56,18.589,3919.6,WRITE,object,azure,3,False,6.53,balanced,,
azure-object-balanced-c01-r3,1,10.1,,600.0,,8.294,14.459,4520.4,READ,object,azure,3,False,7.53,balanced,18.589,6.53
azure-object-balanced-c04-r1,4,61.2,,600.0,,8.662,13.142,17292.0,WRITE,object,azure,1,False,28.82,balanced,,
azure-object-balanced-c04-r1,4,61.2,,600.0,,6.819,9.155,21966.9,READ,object,azure,1,False,36.61,balanced,13.142,28.82
azure-object-balanced-c04-r2,4,61.7,,600.0,,8.937,13.764,16759.9,WRITE,object,azure,2,False,27.93,balanced,,
azure-object-balanced-c04-r2,4,61.7,,600.0,,7.035,9.737,21291.7,READ,object,azure,2,False,35.49,balanced,13.764,27.93
azure-object-balanced-c04-r3,4,61.2,,600.0,,8.669,13.313,17274.9,WRITE,object,azure,3,False,28.79,balanced,,
azure-object-balanced-c04-r3,4,61.2,,600.0,,7.079,9.753,21165.8,READ,object,azure,3,False,35.28,balanced,13.313,28.79
azure-object-balanced-c16-r1,16,99.8,,600.0,,30.239,44.703,19729.6,WRITE,object,azure,1,False,32.88,balanced,,
azure-object-balanced-c16-r1,16,99.8,,600.0,,18.216,24.88,32838.8,READ,object,azure,1,False,54.73,balanced,44.703,32.88
azure-object-balanced-c16-r2,16,99.8,,600.0,,31.492,47.96,18945.7,WRITE,object,azure,2,False,31.58,balanced,,
azure-object-balanced-c16-r2,16,99.8,,600.0,,18.66,27.22,32049.2,READ,object,azure,2,False,53.42,balanced,47.96,31.58
azure-object-balanced-c16-r3,16,99.8,,600.0,,31.83,48.636,18739.7,WRITE,object,azure,3,False,31.23,balanced,,
azure-object-balanced-c16-r3,16,99.8,,600.0,,18.933,26.832,31585.7,READ,object,azure,3,False,52.64,balanced,48.636,31.23
azure-object-balanced-c64-r1,64,99.7,,600.0,,134.529,212.115,17360.7,WRITE,object,azure,1,False,28.93,balanced,,
azure-object-balanced-c64-r1,64,99.7,,600.0,,85.161,127.552,27820.6,READ,object,azure,1,False,46.37,balanced,212.115,28.93
azure-object-balanced-c64-r2,64,99.9,,600.0,,137.519,311.188,17263.4,WRITE,object,azure,2,False,28.77,balanced,,
azure-object-balanced-c64-r2,64,99.9,,600.0,,81.277,165.643,29417.0,READ,object,azure,2,False,49.03,balanced,311.188,28.77
azure-object-balanced-c64-r3,64,99.9,,600.0,,137.186,314.487,17297.7,WRITE,object,azure,3,False,28.83,balanced,,
azure-object-balanced-c64-r3,64,99.9,,600.0,,82.391,167.672,29016.5,READ,object,azure,3,False,48.36,balanced,314.487,28.83
azure-object-largeobj-c01-r1,1,7.5,,600.0,,148.854,206.078,64464.6,READ,object,azure,1,False,107.44,largeobj,,
azure-object-largeobj-c01-r2,1,7.5,,600.0,,149.477,212.467,64189.9,READ,object,azure,2,False,106.98,largeobj,,
azure-object-largeobj-c01-r3,1,7.4,,600.0,,155.996,219.978,61512.0,READ,object,azure,3,False,102.52,largeobj,,
azure-object-largeobj-c04-r1,4,28.3,,600.0,,201.631,303.491,190309.5,READ,object,azure,1,False,317.18,largeobj,,
azure-object-largeobj-c04-r2,4,25.6,,600.0,,204.515,288.114,187608.7,READ,object,azure,2,False,312.68,largeobj,,
